name,weight,companyID,price,forbidden_country1,forbidden_country2,forbidden_country3,forbidden_country4,forbidden_country5
Sonsing,8.93,51,328,,206,,71,
Viva,12.3,45,1193,44,113,,,
Y-find,10.28,73,86,131,122,64,,
Span,19.48,122,29.23,,183,,,
Alphazap,19.72,138,12.4,,47,76,,
Keylex,3.07,75,30,220,,149,53,
Otcom,0.69,102,37.81,26,82,,,
Fintone,14.46,48,3818,,125,245,,
Y-Solowarm,10.55,46,3948,,,30,,
Bigtax,6.24,12,2751,147,36,,22,
Alphazap,8.48,97,211,196,22,,,
Holdlamis,16.8,9,1331,41,,,,
Otcom,3.24,118,0.53,151,212,,,
Namfix,9.22,123,3.84,,,,,
Stim,6.03,141,23.55,183,244,107,,
Fintone,1.56,122,0.93,45,174,,238,
Zamit,11.79,24,537,,,81,,
Bitchip,18.61,60,374,237,,79,,
Lotstring,18.64,17,1232,,238,,,
Stringtough,15.27,16,3478,238,,124,,
Tresom,6.27,3,2279,,,,,214
Bitchip,0.75,6,3556,151,147,64,,214
Temp,4.03,13,3075,189,,,,
Bitchip,8.69,25,1940,110,,,,
Zamit,12.49,117,23.57,86,,,,
Toughjoyfax,2.95,155,18.39,217,144,,109,
Subin,12.92,131,26.44,122,,,,
Tresom,7.06,129,38.73,,,172,15,
Tresom,10.52,144,36.73,50,156,,,
Holdlamis,12.36,130,28.3,,227,69,,
Fintone,8.99,12,2764,87,164,,,
Sonsing,10.25,70,40,,144,,120,
Lotlux,14.39,125,38.15,,,,,
Fix San,13.25,165,18.32,,,,,
Biodex,4.36,71,387,5,,,,214
Home Ing,6.45,152,2.69,,,,,
Bitwolf,2.94,38,3166,,,246,107,
Asoka,16.5,17,2598,37,,227,123,
Fixflex,15.05,18,2380,,75,,30,
Vagram,10.51,113,22.4,171,243,,134,
Holdlamis,17.26,87,249,122,,,,
Gembucket,0.16,33,2244,,,,,
Stronghold,9.43,141,15.4,,,,20,214
Quo Lux,11.91,128,3.57,,,106,59,
Zaam-Dox,17.3,79,67,,,,,
Andalax,12.07,45,467,51,,,,
Otcom,5.87,44,3740,,,172,7,
Cardguard,4.73,59,289,76,,,,
Viva,6.08,135,29.0,185,,241,,
Zamit,6.72,56,14,112,178,,,
It,12.62,44,3223,218,,,127,
Bytecard,2.3,139,34.76,235,,,,
Domainer,18.04,72,311,,64,,,
Alpha,16.42,8,1197,218,242,,,
Matsoft,16.26,97,318,,,,218,
Cardguard,10.56,36,3168,,,,211,214
Home Ing,11.59,20,2049,,31,,,214
Fintone,6.8,92,206,80,185,222,,
Opela,19.86,122,33.04,37,28,,,
Flexidy,18.69,166,11.8,180,33,,,
Prodder,2.68,153,18.1,,,,,
Stringtough,10.76,49,3340,141,44,195,,
Kanlam,6.99,75,244,,,,,
Pannier,4.64,42,708,9,124,,75,
Fintone,9.55,125,12.54,96,83,,,
Y-find,10.6,60,144,,191,,71,
Bigtax,8.22,16,957,,,,,
Span,11.39,109,29.42,223,,,17,
Alphazap,10.83,158,23.62,,,,,
Home Ing,17.61,123,6.85,245,234,,,214
It,10.66,69,67,,,,238,
Viva,10.69,146,17.75,169,,,185,
Duobam,11.27,102,20.35,230,,,,
Bigtax,11.27,100,370,,,,,
Domainer,5.77,27,3821,,,118,,214
Aerified,11.24,150,7.71,,11,82,,
Y-find,1.55,152,12.09,224,84,240,15,
Biodex,0.42,106,30.8,220,,,,
Vagram,8.33,26,2650,14,,,,
Sonair,6.5,67,350,,,54,,
Tempsoft,14.67,113,3.5,,132,,,214
Job,14.41,72,281,,64,110,,
Zaam-Dox,1.27,3,3850,,199,66,,
Span,19.75,61,172,56,,,,
Gembucket,13.55,106,31.86,46,119,,,214
Tin,5.17,68,174,,,,158,
Zoolab,6.99,3,688,71,,,,
Tin,8.18,108,21.71,151,62,,188,
Mat Lam Tam,12.27,39,1592,,,5,,
Keylex,14.65,159,11.65,,,,,
Duobam,13.15,47,1340,28,,,242,
Prodder,10.58,76,321,243,199,,,
Stronghold,19.68,88,395,98,,149,,
Asoka,9.91,111,31.16,214,217,17,,
Bamity,2.02,84,57,89,,133,,214
Y-find,9.45,58,129,,,,,
Mat Lam Tam,15.69,37,3771,,,,,
Viva,17.65,84,50,12,,,,
Home Ing,4.25,126,31.45,,,48,,214
Viva,14.3,161,8.61,90,85,,,214
Flexidy,7.41,63,157,,29,,,
Prodder,6.82,1,3550,,,,,
Konklux,7.51,49,934,147,213,58,,
Duobam,1.14,168,14.32,41,,20,130,
Flexidy,17.67,59,360,,237,64,,
Stringtough,1.46,139,18.34,213,70,,201,
Veribet,5.05,9,3158,,,115,,
Toughjoyfax,17.09,100,349,58,,116,165,
Bitwolf,10.78,104,8.39,240,192,209,,
Mat Lam Tam,6.57,144,39.4,8,40,,,
Redhold,4.51,112,9.25,,,,102,214
Duobam,5.67,66,313,152,240,,,
Zontrax,15.19,93,354,,,,,
Namfix,3.27,78,81,184,,,,
Bitchip,17.76,99,159,38,85,,,214
Prodder,15.58,18,860,105,,57,46,
Greenlam,10.66,136,13.05,,,,,
Prodder,12.5,90,166,,227,239,,
Lotlux,3.47,44,3986,,240,,,
Ronstring,18.74,93,348,117,,,,
Quo Lux,0.49,120,1.09,,,74,,
Asoka,0.85,59,385,48,78,,,
Treeflex,3.76,162,33.83,,183,,,
Konklux,13.01,107,14.08,163,50,144,,
Bitwolf,2.42,18,1058,18,,18,,
Tempsoft,18.27,55,204,,111,,,
Sonair,16.21,56,163,,,125,,
Stim,7.75,62,120,,,,,
Flexidy,10.83,128,31.51,225,,,236,
Namfix,5.59,159,17.81,155,164,,234,214
Voyatouch,4.78,167,30.76,195,11,,,
Cardify,12.14,11,1602,,,,,
Toughjoyfax,6.74,1,1789,124,,,,
Greenlam,19.57,7,3332,,,,,
Y-Solowarm,12.92,147,23.7,113,169,72,,
Stringtough,15.66,46,1303,,,,,
Tin,16.95,92,104,,121,,241,
Temp,5.02,31,1393,,,,,
Greenlam,15.31,64,256,169,18,,,
Zathin,7.52,60,372,91,206,,,
Regrant,4.62,116,20.12,243,,,,
Mat Lam Tam,16.28,65,380,,130,,,214
Cookley,13.52,18,970,,79,52,204,
Tempsoft,3.71,61,293,189,,,141,
Toughjoyfax,14.91,31,3991,,,,,
Temp,2.4,32,722,,,,,214
Konklab,2.86,15,444,229,,,,
Home Ing,0.88,113,34.44,,,,10,
Otcom,10.36,125,35.48,,36,70,,
Zontrax,3.1,147,19.51,243,243,,,
Tampflex,1.0,16,3455,184,,,,
Matsoft,8.86,69,21,14,,,,
Sonsing,12.77,11,1443,217,35,,180,214
Tin,12.49,101,33.03,,,,,
Bitwolf,3.18,154,22.88,84,149,,,
It,10.92,78,95,30,,,,
Zoolab,7.23,91,19,,14,111,,214
Span,4.41,55,293,,235,,,
Ventosanzap,10.78,68,370,145,232,,80,214
Zontrax,14.48,149,15.05,,,,,
Sonair,11.29,54,168,18,,,,
Solarbreeze,4.39,2,3683,,,74,,
Transcof,16.0,136,37.35,,3,,154,
Rank,5.61,29,2837,,,87,,
Sonair,2.0,93,384,242,96,,,
Konklux,17.41,28,1531,,,,,
Biodex,12.93,80,262,,168,,170,
Namfix,6.78,53,63,147,,17,163,
Home Ing,10.47,61,350,,218,192,,
Sonsing,10.32,105,36.34,,,133,,
Fintone,14.87,51,304,175,,,82,
Opela,7.0,73,153,116,,,,
Bytecard,14.18,114,33.1,180,47,,,
Konklab,3.4,73,33,,80,,,
Stim,18.1,13,2925,142,230,,,
Tresom,0.97,148,4.67,176,,231,,
Sub-Ex,16.73,144,3.14,158,,,,
Zontrax,12.97,8,1113,,,,,
Prodder,15.29,169,10.69,,,,,
Biodex,4.8,9,2055,27,,,,
Wrapsafe,16.87,39,2845,218,188,166,,
Voltsillam,10.28,80,212,,163,,,
Sonsing,12.97,137,1.32,137,136,220,,
Aerified,13.55,127,25.02,32,,,166,
Kanlam,15.03,105,26.04,,,,,
Flowdesk,5.62,88,100,,,83,,
Cookley,3.9,140,0.93,,,233,,
It,13.81,111,8.73,215,,,,
Domainer,3.76,40,1314,31,,84,,
Flowdesk,19.08,105,3.06,,197,,,
Sub-Ex,18.17,13,2445,77,,,,
Asoka,11.89,111,12.92,121,19,,,214
Veribet,14.56,143,24.48,,44,132,214,
Holdlamis,18.66,65,106,,199,,,
Quo Lux,7.59,34,1063,104,,,,
Keylex,14.26,7,1806,161,117,,,
Tempsoft,6.81,87,77,,,157,,
Flowdesk,14.77,76,180,,,,201,
Bigtax,6.01,40,3447,,,,,
Matsoft,19.74,28,2761,,,,,
Bamity,16.81,163,20.27,,233,,,
Regrant,16.38,39,3676,,,185,,214
Temp,1.53,102,25.38,153,,,170,
Domainer,2.03,124,4.67,,150,,,
Gembucket,4.43,140,8.89,98,,,85,
Wrapsafe,10.06,163,5.33,,231,,,
Alpha,17.54,42,1829,,,26,,
Stim,18.56,141,25.65,,,176,,
Rank,13.14,95,290,,,17,106,
Treeflex,16.37,168,22.62,164,,,115,
Zaam-Dox,8.31,123,11.38,167,40,,,214
Flexidy,3.67,161,15.51,153,,,,
Tresom,12.63,144,2.64,,,1,198,
Aerified,9.9,83,143,,,164,,
Subin,5.62,132,31.43,132,,240,249,
Zaam-Dox,18.02,49,553,,,,,
Cardify,15.97,85,21,,23,,72,214
Voltsillam,15.21,31,2564,,,,,
Bytecard,14.68,130,23.82,,240,,,
Tresom,6.83,138,12.2,,,,,
Otcom,16.24,120,22.69,49,,,,
Home Ing,12.64,118,15.19,,,127,,
Bitwolf,6.58,70,375,,,,212,
Bamity,9.22,130,25.36,,,227,,
Cookley,17.05,71,256,,,,14,
Rank,19.1,70,254,,,,,
Matsoft,17.29,81,60,76,,34,,
Prodder,11.21,133,8.63,40,,,,
Gembucket,10.9,27,3971,125,188,,,
Asoka,5.79,94,155,,46,44,,
Konklux,15.52,149,5.59,174,77,,150,
Sub-Ex,11.48,96,221,222,,,,
Zathin,2.39,23,2855,,,,73,214
Sonair,9.67,1,1796,,,,,
Zathin,13.83,10,1903,1,186,,,
Bamity,0.31,40,1630,78,,,,214
Cookley,5.12,94,192,,,7,,
Bitwolf,19.98,88,286,,,,,
Toughjoyfax,11.64,133,38.06,,124,,,
Bamity,8.36,126,2.74,,,,,
Sonair,0.56,146,36.23,229,,100,,
Bytecard,13.81,88,308,41,,,193,
Transcof,7.44,134,9.46,13,43,,,
Regrant,18.64,82,37,,25,,,
Span,5.2,30,1957,115,225,195,128,214
Namfix,12.89,32,2157,186,59,,,
Stim,12.22,77,335,,107,,,
Greenlam,7.76,40,442,125,246,,,
Tempsoft,13.84,77,197,,,178,,
Namfix,11.66,83,338,,,25,,
Tresom,10.98,5,3065,,,55,,
Domainer,5.72,32,3612,,,,,
Bitchip,2.83,166,6.26,241,236,,,
Konklux,10.55,66,148,,65,132,178,
Tresom,0.26,45,1023,71,,,,
Flexidy,3.55,27,1820,,,,,
Keylex,15.14,45,3148,78,,205,89,
Namfix,18.46,149,4.91,,,,23,
Zaam-Dox,8.1,104,14.43,,,,,214
Opela,3.72,166,2.34,,221,,,
Prodder,8.74,5,1211,81,,161,,
Fixflex,2.47,90,80,,,,,
Regrant,11.73,157,12.22,,167,,,
Zaam-Dox,2.09,93,346,13,109,100,,
Span,12.34,27,1459,79,,,,
Overhold,1.2,135,17.38,,169,,,
Asoka,14.3,163,6.35,210,,,,
Daltfresh,9.93,61,187,,,,,
Holdlamis,18.37,88,97,,,,189,
Fixflex,6.49,93,16,,,,,
Cookley,9.46,123,4.11,,,75,,
Biodex,8.95,167,33.22,129,,,,214
Flowdesk,13.03,76,393,17,,,,
Namfix,18.24,138,5.35,,,,,
Cookley,14.49,163,19.64,126,185,,,
Quo Lux,16.59,87,165,56,,147,,
Holdlamis,10.22,55,159,,,161,,
Overhold,3.08,45,1514,,,,,
Voyatouch,13.94,23,883,,,56,,
Lotstring,19.87,73,241,,,131,,
Y-find,19.5,106,10.07,224,,,,
Rank,6.64,52,305,201,,10,,
Overhold,17.07,68,379,247,,65,,
Pannier,2.77,45,2885,,41,,,
Y-Solowarm,8.82,145,26.83,,189,,218,214
Matsoft,19.47,43,2928,114,,,,
Fixflex,19.46,66,129,152,227,,,
Temp,8.77,123,32.23,,,,,
Cardify,0.83,28,3382,,,44,,
Lotlux,19.72,86,211,,153,,,
Domainer,4.75,5,1712,,,,,
Treeflex,9.37,65,40,,153,,,
Solarbreeze,15.89,94,72,,,16,,
Mat Lam Tam,16.81,122,11.2,112,136,,,
Bytecard,12.16,97,21,,72,,,
Solarbreeze,17.7,165,1.58,,245,,,
Stronghold,18.33,156,26.34,56,19,75,,
Cookley,10.4,30,2877,,,,,
Otcom,9.35,64,299,,,77,,
Bytecard,7.45,83,247,,,,,
Veribet,10.16,9,2797,159,,5,,
Home Ing,12.13,50,241,109,,,,
Bamity,11.3,126,7.59,140,,,,
Opela,5.04,22,2264,240,241,14,,
Sonair,11.4,82,83,,,,,
Overhold,0.22,69,215,225,,,,
Subin,2.64,53,157,,,,,
Toughjoyfax,0.25,72,227,101,,80,,
Veribet,9.5,112,39.86,,,,,
Duobam,3.39,169,5.89,211,197,145,,
Duobam,10.25,79,182,,212,,,
Job,14.77,108,25.18,,,,,
Matsoft,17.58,66,172,,,,,214
Otcom,12.22,26,1123,169,,,,
Bigtax,15.49,139,15.99,,175,210,,
Cardify,6.45,53,36,,82,,,
Y-find,16.51,156,17.29,,203,175,,
Fixflex,1.86,82,151,152,234,,,214
Fix San,3.28,12,1867,,234,,,214
Lotstring,10.77,85,57,,,,,214
Viva,16.78,60,29,,,,,214
Ronstring,11.61,141,27.28,83,85,,,
Tempsoft,7.27,120,35.58,140,,,,214
Bitchip,14.74,58,263,,189,,,
Treeflex,3.56,75,240,,,,,
Bigtax,17.86,51,226,93,,,,
Trippledex,4.2,14,1261,,,131,,
Voltsillam,15.93,101,22.52,,,39,,
It,7.08,97,359,130,90,244,,
Matsoft,11.7,169,38.73,,141,,,
Tempsoft,5.76,148,24.52,,,85,127,
Subin,5.71,168,21.76,167,,,,
Domainer,1.99,123,20.99,233,140,,,
Daltfresh,14.57,66,23,169,115,,,
Temp,1.91,118,7.43,,,,,
Bitchip,0.52,80,194,34,185,,120,
Asoka,13.21,98,213,,,74,,
Wrapsafe,14.61,30,1096,,,,,
Bytecard,19.32,53,303,7,45,,,
Tres-Zap,1.76,6,3241,122,183,,,
Tin,14.72,67,342,175,221,,,
Kanlam,14.11,159,15.49,127,,174,3,
Y-Solowarm,4.56,147,13.34,,110,,,214
Span,18.03,115,13.65,191,,,135,214
Stringtough,1.81,150,3.84,132,,80,,
Namfix,2.79,119,30.75,,,19,9,
Hatity,5.03,53,243,,190,,,
Stim,17.26,52,321,,,32,,
Bitwolf,17.81,123,20.64,200,,,,
Lotstring,8.2,162,31.19,27,,,,214
Namfix,11.34,95,160,,,,,
Pannier,8.11,50,352,4,,,,
Namfix,6.08,87,269,,6,,,
Ronstring,9.4,136,5.33,207,,,,214
Bytecard,16.27,162,7.78,,94,134,183,
Rank,10.9,123,31.46,164,,127,,
Tres-Zap,0.69,32,1041,,31,,,
Bamity,7.23,62,358,172,240,,,
Y-Solowarm,7.06,129,17.39,228,59,,,
Stim,17.87,105,20.97,107,224,,,214
Biodex,14.96,102,22.14,106,,,,
Span,4.78,8,3423,125,221,,,
Aerified,5.82,87,42,,,,,
Sub-Ex,10.85,136,30.44,,,50,,
Ronstring,13.03,72,394,,62,,195,
Tampflex,2.1,94,167,,,,,
Biodex,15.0,126,15.3,,,64,,
Rank,2.33,67,357,,123,71,,
Fix San,16.74,126,36.02,,,,,
Alphazap,17.84,148,36.42,,147,127,,
Domainer,19.25,145,32.84,52,,111,,
Tempsoft,11.46,7,2975,147,,,,
Rank,18.96,150,27.81,,23,,222,
Treeflex,11.76,89,143,102,,,,
Zaam-Dox,14.31,165,3.24,148,,,,
Alpha,0.11,83,116,,,,,
Sub-Ex,0.78,136,26.59,23,24,,,
Tresom,2.56,121,28.13,,235,,71,
Temp,7.65,108,2.65,80,,,30,214
Latlux,18.3,165,35.15,,,53,,
Zathin,7.17,70,127,106,,166,171,
Prodder,10.92,78,341,110,,209,129,
Vagram,15.8,118,23.24,116,2,51,,
Bamity,0.55,154,8.79,202,57,,,
Flowdesk,14.6,7,2408,60,,195,,
Bitchip,4.97,55,376,192,22,,,
Matsoft,17.74,20,1842,,,,,
Redhold,1.05,154,23.04,223,166,119,,
Tin,2.11,167,36.57,,,,,
Trippledex,9.48,72,49,57,57,,,
It,8.82,17,911,138,224,,151,
Fix San,8.12,110,21.15,27,5,,,
Cardguard,18.28,156,30.17,,59,207,,
Fixflex,15.23,63,131,,,,,
Alpha,6.35,61,248,,,175,,214
Toughjoyfax,2.09,118,17.18,122,105,,161,
Bitchip,19.54,68,127,,,,,
Namfix,11.28,162,27.54,157,93,,,
Aerified,5.57,77,199,,130,,,
Cardify,0.44,45,3419,103,,118,,
Asoka,19.95,6,773,,,,,
Cookley,3.77,136,3.5,,144,,,
Asoka,17.93,20,882,143,,,85,
Bigtax,15.37,29,1487,131,,,,
Bitchip,8.58,42,3765,,,4,,214
Fintone,0.57,116,22.6,,,,63,
Ronstring,0.54,20,597,23,49,,,
Tampflex,1.11,35,1967,54,,,,214
Hatity,15.86,140,11.9,103,,,,
Tresom,10.48,140,15.84,,71,,,214
Zaam-Dox,11.01,68,247,,,,,
Duobam,17.75,6,1387,210,,,97,214
Overhold,15.42,50,370,,,,146,
Job,2.05,150,31.94,,108,,,
Bitchip,6.69,91,321,,,,,
Job,15.94,106,25.37,94,,,67,
Fixflex,14.92,128,36.27,,,199,196,
Fintone,18.63,23,3243,,,5,,
Tampflex,8.31,8,1088,,91,,,
It,0.28,149,32.09,90,24,140,33,214
Tin,19.84,146,1.06,,,,,
Duobam,18.11,160,3.7,,193,91,,
Cardify,16.41,111,27.38,1,,,44,214
Zamit,16.59,44,2480,108,,233,,214
Veribet,13.92,5,3874,146,202,23,,
Temp,14.58,114,5.82,,143,,201,
Job,18.89,72,256,,,31,,
Matsoft,0.98,68,242,,,221,,
Cardguard,16.64,77,256,185,,,,
Y-Solowarm,2.6,91,87,,,,,214
Quo Lux,7.63,150,11.17,230,,17,,
Ronstring,18.74,78,254,203,,,,
Lotlux,11.59,146,22.4,207,92,,224,
Y-Solowarm,2.8,141,30.86,,182,198,,
Overhold,17.55,82,301,17,,6,,
Aerified,16.38,44,3843,23,180,,,
Cardguard,10.49,166,4.87,31,,,,
Lotlux,15.52,169,13.28,,,,162,
Treeflex,14.81,36,880,47,186,,213,
Bitchip,13.65,150,25.96,101,71,86,,214
Prodder,13.39,55,209,,,,186,
Voyatouch,3.76,121,35.16,44,105,,,
Zathin,14.49,109,32.6,,,,,
Temp,12.29,169,17.24,190,,,,
Fix San,16.42,127,22.17,,220,105,,
Holdlamis,9.43,93,189,70,,55,39,
Temp,14.37,106,11.11,,,,,214
Stronghold,14.42,155,24.35,,,,,
Biodex,7.07,25,3867,,,204,,
Greenlam,11.31,167,17.36,21,,66,,
Konklux,17.95,80,352,,,93,132,
Greenlam,6.98,136,23.79,195,,161,219,
Stim,9.85,15,3643,,81,122,,
Aerified,9.71,126,12.99,209,171,,57,
Fintone,3.5,3,2888,,146,238,,214
Zamit,15.83,140,8.23,,142,,216,
Greenlam,3.42,11,2747,18,,,131,
Tampflex,17.62,156,0.28,,103,,,
Zaam-Dox,17.4,82,383,209,,,,
Y-find,6.74,28,3483,,,21,,
Tempsoft,2.71,8,1720,,161,,112,
Veribet,2.56,168,26.27,,,,,
Stim,1.95,98,186,228,118,,,
Konklux,10.47,29,1533,,,,,
Sonair,18.29,16,1048,161,177,106,,
Biodex,6.59,49,2472,88,102,,,
Solarbreeze,15.48,151,32.58,,,128,,
Sonsing,18.01,4,1135,139,,,17,
Transcof,13.02,60,180,240,,109,,
Asoka,19.46,24,3827,,,189,99,
Solarbreeze,12.5,135,27.09,,170,,,
Stringtough,8.91,127,19.73,60,157,,,
Viva,14.64,165,31.68,,65,,237,
Span,7.06,27,3574,,,73,,
Viva,5.77,155,39.7,,,238,,
Tempsoft,3.68,130,39.64,,,,167,
Rank,7.63,164,30.52,,,217,,
Opela,3.4,62,245,214,70,,,
Zaam-Dox,8.9,19,1903,,,148,131,
Home Ing,16.09,45,3712,44,,,,
Cookley,12.16,43,1993,72,,,,
Span,13.94,145,0.93,248,,,,214
Latlux,0.74,118,33.21,,130,58,72,
Temp,5.63,156,36.19,128,,176,,
Bytecard,2.98,33,766,,,,,
Bigtax,0.98,157,38.12,147,,,,
Bytecard,12.6,36,574,,235,,169,
Fintone,9.01,87,349,57,,,,
Tin,4.03,145,15.86,,,,109,
Duobam,3.33,60,341,,232,,,214
Prodder,13.9,54,381,,,,,
Regrant,17.16,43,594,235,,,,
Temp,18.01,88,337,,125,,,
Trippledex,0.69,104,8.82,,,,,
Greenlam,14.97,142,30.94,161,157,,,
Toughjoyfax,7.13,59,10,186,124,,,214
Matsoft,4.57,69,135,1,,,,
Vagram,2.45,86,333,235,,,,
Cookley,10.3,51,374,,,,,
Quo Lux,4.46,2,795,171,192,,51,
Lotstring,4.94,142,33.86,172,34,,,
Alpha,8.05,107,12.14,53,95,,199,
Fix San,18.36,112,7.57,,,,163,214
Y-find,12.92,148,33.79,57,,,,
Zontrax,12.39,71,360,202,126,157,,
Zamit,16.92,153,18.79,129,158,,15,
Y-find,6.02,51,291,,,,,
Fixflex,9.69,87,345,239,74,,,214
Zontrax,1.21,163,1.89,33,250,,,
Domainer,16.52,80,44,168,,,152,
Subin,1.12,62,350,,,159,,
Zontrax,1.39,99,63,136,,,,
Stim,5.36,31,458,174,,84,217,
Opela,2.91,10,969,49,144,,,
Tresom,1.67,84,127,,,,219,
Asoka,15.83,101,1.13,,,159,145,
Biodex,17.08,24,1269,,,,,
Bigtax,12.16,87,202,,,,85,
Bitchip,17.85,4,2403,,,,,
Namfix,5.48,57,29,92,,204,215,
Bamity,0.8,107,35.42,,92,27,,
Otcom,5.51,169,5.76,,57,159,,
Voyatouch,8.51,91,53,,12,,,
Voyatouch,10.84,96,181,22,,,,
Opela,13.07,107,29.75,,,,,
Vagram,16.9,47,2631,,,,,214
Subin,19.1,4,2925,176,79,,,
Subin,3.78,19,2779,42,,,,214
Span,17.34,129,15.14,79,,,,
Matsoft,14.92,159,38.4,118,108,137,,
Bytecard,8.85,33,1692,250,239,,,214
Alphazap,18.88,41,3318,,57,9,,
Bigtax,3.13,83,266,,,175,24,
Greenlam,11.55,20,1831,211,248,,,
Veribet,13.58,133,12.79,202,,,,214
Bitwolf,7.84,88,39,98,,187,,214
Redhold,7.06,30,873,96,,,,
Fixflex,10.27,9,1097,,,142,,
Transcof,13.3,55,260,177,,,,
Fixflex,3.67,157,6.01,187,,15,,
Alphazap,12.5,78,71,229,,,,
Gembucket,6.83,111,21.46,180,86,,,
Span,0.38,100,153,156,,,,
Daltfresh,11.02,72,102,234,169,,,
Fintone,13.98,110,27.89,,,,,
Voltsillam,8.91,70,72,96,230,,,214
Fintone,6.04,148,7.27,56,189,188,,
Tempsoft,6.09,130,33.02,,,,,214
Zontrax,5.38,39,2683,,,,,
Bytecard,10.75,125,32.52,162,158,,,214
Mat Lam Tam,14.1,11,3560,,,231,,
Bamity,13.21,124,18.68,,232,66,,214
Cardguard,5.59,72,295,176,,,,
Overhold,3.24,86,23,,91,110,,
Aerified,7.52,150,6.06,219,,,164,
Trippledex,10.86,97,90,,,,146,
Span,18.24,9,1910,58,,,,
Zamit,2.96,107,31.74,,,,42,
Matsoft,7.49,156,6.57,,,,,
Vagram,8.1,124,11.93,241,,,,
Cardguard,19.91,107,9.38,,,207,,
Konklab,2.59,33,500,,,,,
Ronstring,18.48,59,285,133,79,,35,
Konklab,5.62,121,29.69,,,,,214
It,3.13,116,13.69,218,,,,
Y-Solowarm,7.33,28,3257,,,,191,
Subin,2.89,125,33.02,51,,,,
Stim,12.67,35,761,231,,,,
Redhold,5.49,28,918,,,224,,
Zathin,9.87,143,8.65,239,,,,
Toughjoyfax,13.21,88,53,148,,,40,
Daltfresh,12.6,42,2012,180,,135,,
Quo Lux,0.91,77,155,205,,,,
Gembucket,16.99,32,2429,,,,,
Bitwolf,17.74,21,3555,,174,141,199,
Tampflex,10.15,135,7.53,,,,250,
Prodder,17.82,16,1289,134,,216,,
Namfix,19.05,74,53,,,,,
Voltsillam,4.28,65,32,201,,,,
Fixflex,19.33,66,190,104,31,131,,
Solarbreeze,1.62,146,10.45,,,,,214
Cardguard,1.79,24,3445,77,159,,,
Alpha,7.45,74,169,131,,,238,
Stim,4.39,115,8.05,,,248,,
Redhold,6.82,151,38.36,,154,,93,
Tresom,2.06,66,320,122,214,,,
Stim,9.89,92,399,,,22,,214
Kanlam,15.06,32,2807,,54,,74,
Tampflex,11.68,148,3.29,47,190,,,
Trippledex,14.61,69,3,,181,,219,
Zathin,9.03,78,211,,,76,,
Bitchip,16.85,68,86,,,,,
Lotlux,8.22,115,24.26,250,106,,,
Hatity,6.27,64,319,212,,,,214
Temp,7.49,153,29.33,77,38,,,214
Zaam-Dox,19.58,51,133,185,,,174,
Vagram,6.58,107,34.05,,,,102,
Stronghold,18.66,165,18.19,190,125,,,
Voltsillam,7.68,90,123,,27,1,134,
Lotstring,0.4,70,91,87,,,,
Zaam-Dox,2.66,135,20.65,197,,,,
Lotlux,5.74,42,1077,,,,,
Namfix,18.82,57,77,,,,,
Gembucket,12.37,127,31.33,26,185,41,,
Quo Lux,6.37,46,1830,,,,,
Wrapsafe,16.98,59,338,31,,99,,
Greenlam,8.84,65,236,,,206,,
Ronstring,1.34,38,1905,,11,,,
Alpha,0.61,152,30.57,27,82,,,
Toughjoyfax,9.09,92,276,,,,,
Treeflex,9.55,97,317,223,,129,,
Mat Lam Tam,7.31,123,24.21,,36,,,
Alpha,3.88,58,347,,,,,
Sub-Ex,18.96,47,2816,,,,,
Otcom,14.46,110,16.81,,,,,214
Domainer,4.34,3,2810,85,71,,,
Mat Lam Tam,7.33,35,1188,,,,,214
Flexidy,19.18,88,246,,113,,,214
Biodex,2.83,89,322,,12,,221,
Ronstring,4.6,88,151,37,166,,,
Sonsing,3.23,75,258,,,,,
Y-Solowarm,13.85,116,38.12,,,,,
Tin,12.85,57,29,225,,,,
Stronghold,18.96,147,28.07,,,,,
Bitchip,8.88,104,6.61,222,140,16,,214
Wrapsafe,3.27,69,140,170,95,,,
Redhold,19.59,64,200,,161,190,166,
Opela,19.37,68,118,,76,229,,214
Quo Lux,5.0,104,23.41,183,,,,
Quo Lux,15.22,100,113,,,,,
Home Ing,16.94,59,238,120,,22,31,
Tres-Zap,2.69,116,21.39,,,,,
Subin,7.71,62,239,,,,215,
Sonsing,5.25,168,21.56,55,103,105,,
Voltsillam,2.04,93,365,,,207,,
Voltsillam,13.68,141,5.03,,,200,,
Solarbreeze,8.33,153,6.11,188,172,156,,
Tresom,11.83,129,4.42,112,195,30,,
Zamit,6.12,15,1936,,,,,
Wrapsafe,11.25,65,129,45,,,,
Greenlam,4.82,19,3550,147,67,11,221,
Fix San,17.5,161,15.44,,,17,200,
Voltsillam,3.24,55,93,85,,,106,
Sonair,8.26,150,28.43,134,247,,,
Konklux,7.91,164,2.08,,,24,,
Ronstring,7.28,113,29.69,,82,,,
Treeflex,5.87,41,1479,,103,,116,
Latlux,11.31,94,270,108,,18,,
Tresom,8.17,126,6.09,,,,,
Zoolab,18.47,93,263,130,,184,,
Stringtough,19.7,83,308,,51,,,
Transcof,15.65,111,25.34,190,218,86,,
Overhold,11.47,124,13.2,196,,,,
Domainer,1.23,104,23.91,,,119,91,
Ventosanzap,18.25,19,2202,,237,,,
Voyatouch,15.84,24,2627,155,43,,,
Andalax,2.96,101,16.55,,,,204,
Quo Lux,14.78,114,2.3,,,154,32,
