starting_year,retirement_year,airlineID,rent_airlineID
2016,2065,16047,
1970,2001,305,
1960,1967,16715,
1964,2008,13572,
2005,2012,16234,
1992,2023,9444,
2018,2022,9598,
1958,2004,8540,
1988,2015,8483,
1988,1989,2846,
1988,2012,12633,
1950,1971,3875,
1986,2014,10311,5209
1990,2024,7031,3090
1987,2019,3795,
1975,2020,19100,
1971,1989,5665,
1973,2008,11897,
1998,2048,15897,
2010,2030,21645,
2002,2009,16656,
1956,2003,9353,
1951,1980,7899,3090
2019,2020,3095,
1982,2023,14875,
1996,2014,13571,
1968,1996,6919,
1969,1989,2526,
1977,1985,554,24
1987,2031,1490,
1994,2020,10257,
2010,2039,6177,
2000,2018,11376,
2008,2032,13224,
1993,2024,16317,
1954,1966,5417,
2012,2042,347,
1973,1992,4875,
1994,2033,17043,
1964,1965,3320,
1971,1987,3550,
2012,2059,14140,
1961,1975,9606,
1967,2007,17221,
1970,2020,18379,
2010,2041,10877,
2021,2071,11585,
1969,1984,3758,
1981,1983,12958,
1997,2021,10531,
1988,2009,6804,
1968,1994,8967,
2012,2029,21609,
1995,2011,8860,
1954,1984,21693,
2006,2021,6124,
1997,2007,3433,
2019,2063,2767,3320
1985,1986,16498,
1985,1996,9936,
1983,2009,12282,
1997,2024,6125,
2006,2017,17424,
1970,2001,19156,
1990,2022,20852,
2010,2047,13108,2009
1962,1971,13116,
1953,1989,4849,
1960,1975,16097,
2008,2039,17667,
2020,2056,648,
1959,1991,5129,
2021,2057,11946,
1995,2000,20343,
1998,2007,17333,1355
1970,1987,17270,
1998,2011,13784,
1965,1982,21250,
1975,1997,662,5352
1996,2008,412,
2007,2018,2991,
1978,2022,3687,
1983,2003,15339,
1958,1968,5400,5352
2001,2049,4772,
1959,1976,8596,
1966,2011,18204,
1990,2026,9206,
1966,2012,11157,
1969,1998,13169,
1953,1958,630,
1964,1983,17041,
1998,2019,9959,
1953,1999,20342,
1959,1982,20100,
1996,2024,14708,
1966,1974,3717,
1980,1983,4215,
1985,2016,1688,
2014,2063,18432,1355
1971,1996,5096,
1981,2027,20983,
1993,2020,2812,
2006,2051,11118,
1971,1986,20888,
1982,2014,409,
1986,2033,19890,
1987,2014,13270,
1976,1992,15164,
2002,2012,15239,4296
2016,2023,16684,
1991,2020,17029,1355
1988,2032,4171,
2003,2009,6077,
2001,2040,1178,
1998,2012,1853,
1952,1993,2798,
2011,2039,5177,
1961,1983,11769,
1985,1996,14669,
1981,2025,8186,
1964,1978,20093,90
1964,2011,2362,
1983,2017,13699,
1966,2009,12883,
1981,2022,3729,
2018,2066,1318,
1951,1956,16448,
1995,2044,15587,
1969,1995,12200,
1991,2004,574,
2001,2045,5625,
1957,1979,10911,
1954,1968,1352,
2005,2042,7818,
1970,1982,15538,
1967,2015,8980,
1955,1983,14858,
1965,1978,7505,
2019,2030,1028,
2014,2053,11642,
2009,2059,11744,
2004,2026,18596,
1981,1982,11607,
2002,2005,9338,
1963,1965,14167,
1990,2013,16512,
1954,1993,20774,
1995,2043,18453,90
2009,2057,3281,
1987,2036,15503,24
1982,2026,5105,
1972,1999,5718,
1956,1990,16756,
1987,2004,10550,
1955,2004,14788,
1975,2011,6996,
2005,2033,16392,
2007,2050,18388,
1971,2012,2906,
2003,2043,2703,
1981,2027,5482,
2021,2026,18994,
1999,2026,13746,
1998,2025,19370,324
1964,1980,5002,
1981,2027,16037,
1988,2007,6214,
1986,2019,19731,
1994,2018,163,
1986,2016,267,
1991,2031,7639,
2004,2028,6341,
1955,1987,4331,
2008,2024,7747,3090
1977,1990,14080,
1991,2001,12188,
2009,2010,8646,
1994,2003,2091,
1993,2040,4117,
1951,1981,14625,
1983,2020,10350,
2008,2011,8416,
2021,2027,2602,5209
1999,2012,15915,
1958,2004,4576,
1981,1998,16682,
1957,2007,18074,
2005,2028,8055,
1975,1999,15483,
1968,1991,18943,
1968,1978,2914,
1991,2029,17972,
1989,2025,20209,
1960,2010,4651,
1985,1988,6481,
2001,2051,19855,
1967,2001,3870,
1958,2000,213,
2007,2046,11431,
1993,2042,8339,
1956,1991,13688,
1994,2036,7425,
2014,2064,18638,
1973,2008,14268,
1986,2014,13487,
1978,1980,18202,
1995,2035,6295,5352
1960,1986,1007,
2004,2019,19322,2009
1997,2027,1147,
2003,2005,8667,
2001,2010,6411,
2010,2024,6245,
1969,2010,14481,
2018,2051,3050,
1957,1992,19005,
1955,2003,17269,2822
1995,2037,2445,
1958,1975,15866,5209
2018,2057,21484,
1993,2007,9205,3320
1963,1991,13509,
1952,1991,3889,
1955,1960,3135,
1976,2016,16399,
1958,1991,6677,
1963,2013,19347,
1991,2006,18932,
1997,2040,8015,
2020,2041,8312,
2000,2013,19565,
2006,2014,17443,
2013,2034,15474,
1963,1991,13449,
1968,1970,16186,
1989,2019,20928,
1993,2024,2431,
2020,2052,14519,
1996,2004,9729,2009
1969,2003,8639,
1983,2014,14346,
1985,1990,15858,
1996,2012,3659,
2005,2016,9349,
1985,2035,7602,
2003,2027,20785,
2006,2046,11332,
2006,2023,21418,
1962,2007,11075,
1999,2016,1645,
1952,1992,18289,
1959,1982,21391,
1984,2024,13541,
2013,2019,1671,
1951,1986,12186,4296
2004,2005,3445,3090
1963,1994,19915,
1968,1992,8797,
2011,2047,1503,
1971,2018,13859,
2002,2009,10107,
2015,2046,2991,
2013,2026,5542,
1966,1985,21104,
2003,2028,6462,
2005,2031,677,
1970,2005,18631,
2000,2023,8735,
2011,2022,19910,
1983,2026,11593,
1969,1999,10654,
1981,2031,1427,
1958,1977,15394,
2018,2038,16580,
1973,2016,13617,
1979,2019,20283,
1998,2040,15841,
1969,1994,7904,
2011,2017,19341,2183
2006,2030,1887,
1993,2028,6760,
2018,2026,4748,
2002,2016,9733,
1950,1959,8062,
1972,1991,7903,
2015,2039,17469,2183
1982,2024,3879,
2001,2037,2191,
1989,2029,3376,
1953,1955,2000,
1973,1976,19702,2183
1964,2008,16344,
1978,2004,19712,
1952,1968,20716,
1953,1972,3104,
1997,2024,2200,
1987,2013,15910,
1984,2003,5440,
1962,1984,15756,
2014,2060,4641,
1997,2042,2465,
1959,1996,17144,
2019,2056,9296,
1986,2031,6357,
2008,2025,2440,
1958,1986,11384,
2011,2022,3753,
1983,2015,1149,
2014,2050,5438,
2005,2042,9423,5209
1952,1966,6293,
2011,2039,9730,
2002,2023,10839,
2018,2046,19499,
1955,2005,151,
2018,2046,1917,1355
1999,2013,18491,
1972,2004,7046,
1994,2044,525,
1994,1999,20916,2183
2000,2026,2892,
2015,2062,20412,
1998,2010,5094,
2009,2026,3467,
1979,2014,12663,
2014,2056,16035,
1956,1967,3121,
2003,2013,6733,
1984,2008,18578,
1993,2034,16136,
2002,2044,3416,
1991,2022,9550,
1990,2030,11194,24
1997,2036,20609,
2017,2047,183,
1999,2001,6012,
1991,2020,5127,
1977,2010,18036,
1959,1978,2402,
2020,2025,7294,
2014,2038,10001,
2018,2047,10091,
2008,2050,18243,
2019,2065,4846,
1973,2011,20665,
1987,2005,12658,
1980,2006,18804,
2013,2021,19345,
1965,1996,7903,
1966,2004,2393,
1973,1986,1359,
2018,2057,19993,
1964,1985,9071,
1973,1996,14418,
1990,2034,4916,
1951,1965,488,
1964,2009,7922,
1959,1968,12775,
1950,1978,5170,
1960,1983,20478,
1953,1994,11308,
1977,2027,14956,
2004,2049,2700,5352
1957,1974,12423,
2009,2038,19413,2183
2013,2048,492,3090
2000,2018,11812,
1950,1997,16220,
1983,2008,6982,
2012,2061,16034,
2010,2032,2164,5209
2019,2038,6162,
1978,2018,10520,
1957,1960,153,
1970,2012,1471,
1977,1997,17896,
1954,1965,17428,3320
1985,2023,17853,
1955,1994,4277,
2004,2033,15282,
1974,1988,5282,
1973,1988,2075,
1965,1995,19278,
2009,2013,2985,3090
1989,2031,659,
1979,1988,8309,
2005,2043,11293,90
2011,2037,8883,
1969,1977,8155,
1957,1964,15486,
1959,1993,5371,
2019,2053,4711,
1991,2038,4258,
2009,2010,13824,
2000,2022,4262,
1961,1964,1693,90
1959,1992,16497,
1971,2005,6779,
2011,2060,21703,
1969,2019,3784,
1957,1979,20774,
1981,2029,17325,
2005,2024,4655,
1988,2028,10814,
2021,2059,9433,
1970,1980,710,24
2015,2061,7622,
1991,2038,1995,
1961,1962,15541,
1978,2023,13678,
2004,2040,5343,
2003,2048,16126,
1964,1986,6299,
1970,1973,11045,
1999,2043,4724,
1982,1996,12340,
1964,1969,14532,
1957,2003,3310,2822
2002,2021,6754,
1975,2015,14382,
1990,2021,15580,
1961,2004,7565,
1981,2013,270,
2003,2033,18987,
2004,2012,13446,
1989,2028,333,
1950,1997,2682,
1991,2023,19372,3090
1961,2003,16992,
1978,2015,8305,
2007,2041,6202,
1996,1998,8580,
1951,1952,13586,1797
1990,2010,11893,
1981,2027,12567,
2018,2020,11063,
1980,2022,5813,
2005,2035,21690,
1971,1976,21737,
1995,2035,6813,
1997,1998,18976,
1974,1977,6581,3320
1954,1955,321,
2021,2048,2059,
1951,1954,14603,
1999,2018,9591,
2010,2011,9213,
2021,2045,18253,
1983,2004,14105,
1964,1972,1396,
2020,2055,14630,
1996,2042,11753,2183
2021,2049,21369,
1972,1983,3208,3320
1968,1983,4887,
1967,2002,2467,
2017,2066,4921,
2008,2009,8150,
1986,2034,3785,
1963,1989,12641,
1954,1993,17229,
2020,2025,16798,
1957,1988,119,
1992,1998,17092,2822
2017,2048,17697,
1970,2002,16380,
1956,1966,18825,
1959,1962,4271,
1976,2016,2468,5209
2002,2043,5609,
2017,2057,9350,
2018,2037,3380,
1974,2018,13207,
1951,1983,7995,24
2009,2010,12989,
1984,2024,14284,
1962,2002,8173,
1958,1992,9764,
1960,2000,17573,
2016,2031,16017,
1981,1997,11285,
1961,1971,12197,
2010,2032,10077,
1964,2006,20619,
2003,2008,6097,
1950,1992,11116,
1986,2031,19311,
1998,2014,15341,
1970,1999,13964,
1979,2029,20642,3090
2009,2046,9156,
1953,1963,18937,
1980,1993,334,
1986,2024,8966,
1961,2005,15705,
2016,2019,16564,
2004,2048,1706,
1993,2015,8183,
1961,1994,6133,
1952,1993,1498,
1975,2017,4384,2183
1955,1961,9403,
1984,2028,2479,
1970,1986,17514,
1987,2032,6132,
2012,2021,8750,
1953,1993,165,
2002,2018,20332,
2001,2047,428,1797
1976,1997,7310,
2014,2061,3325,
1964,1974,17961,
1968,2017,4739,
1958,1971,14576,
1997,2038,1187,
1954,1992,5218,2822
2010,2041,18290,
1951,1955,17419,
2001,2018,10644,
2009,2044,18802,
1968,2018,7849,
1981,2006,2980,
1980,1998,10243,
1970,1992,21071,
1953,1963,13205,
1988,2038,19667,1797
2018,2035,4124,
1964,1985,8605,2009
2014,2058,12785,
1968,1995,5638,
2015,2059,8017,
1978,2014,21295,90
2000,2026,20928,
1997,2045,11191,
2016,2038,20240,
1995,1997,2517,
1995,2041,14123,
1959,1997,17754,
1981,2021,8055,
2003,2021,9901,
2019,2051,12385,
1963,1991,11925,
1991,2027,15062,
1957,1976,20891,
1962,2006,17886,
1975,2000,19453,
1998,2043,15549,
2013,2057,18227,3090
1958,1993,4554,
1955,1966,16947,
2004,2028,17103,
1959,1973,6985,
1976,1981,5305,
1995,2031,12128,
1979,1986,17560,
2009,2011,16139,
2018,2053,10002,
2008,2019,5332,
1990,1996,8833,
1960,1990,3384,
1950,1999,8394,
1960,1965,12189,
1988,2027,10395,1797
2005,2050,9518,
1982,2029,18560,
1960,2002,8891,
2020,2049,18882,
1991,2016,15150,
2014,2022,10944,2183
2017,2029,17447,
1974,2024,11100,
1998,2048,21183,
2014,2025,10084,5352
1970,2007,20010,
1972,1979,15925,
1975,2021,8774,
1983,2003,21189,
1951,1997,19713,
1954,1986,19014,
2009,2026,669,
1967,1984,4738,
2007,2026,12425,
2001,2020,14680,
1999,2044,6328,
1970,1978,8205,
1999,2008,17393,
1956,2002,17718,
1989,2031,12224,
1988,2007,11308,
1952,1968,8199,
1960,1985,20266,
1973,1988,16274,
2006,2015,17847,
1961,1991,12076,
2009,2055,5063,
1959,2003,5584,
1963,2006,15667,
1994,2018,15535,
2004,2046,200,
1998,2022,14087,
1972,2008,9505,
1964,1987,11701,
2010,2038,560,
1987,1993,21007,
1985,2002,17692,
1957,1967,21204,
2012,2049,6946,
2021,2057,19362,
1986,2019,4440,
1997,2036,15623,
1961,1971,13076,
2009,2047,16463,5209
1977,1990,15418,
2001,2051,12171,
1998,2012,1173,
1957,2002,16923,3320
1989,2018,13607,
1956,1997,5039,
1969,1982,13759,
2011,2047,2007,
1955,1958,15853,
2019,2023,5914,
1960,2000,7673,
2021,2024,9621,1355
1983,2009,9254,
1995,2016,17209,
1975,2008,17801,
1960,1978,18883,
1957,1967,10415,
1974,1986,5334,
2003,2038,20658,
1975,1989,19883,
2005,2055,18017,
2013,2033,7908,
1977,2009,10047,90
1991,2019,14534,
1953,1979,13609,
2013,2062,7524,5352
2011,2031,3023,
1982,1984,6478,
2019,2030,7478,
2011,2017,7752,
1962,2006,6708,
2020,2054,1675,
1976,1994,18363,
1994,2005,11943,
1969,1987,9090,
1996,2039,14762,
1979,2025,12053,
2013,2054,10947,2009
2019,2025,9045,
2007,2049,16469,
1994,2016,998,
2007,2045,16987,
1964,1999,5483,
2002,2037,13256,
1976,1993,10886,
1992,2008,18593,
2000,2002,9745,
1965,1975,1377,
1996,2044,14367,
2001,2014,12556,
1990,2031,2950,
1981,1983,12682,
2005,2043,21602,
1957,1965,3813,
2020,2039,18063,
1999,2047,17357,
1996,2034,21033,3090
1970,1975,9353,
2011,2054,7045,
1979,1993,6629,
1950,1960,17946,4296
2012,2052,19661,
1992,2014,19681,
1980,2023,14013,
1987,1996,21009,
1958,1986,8044,
1958,2007,16379,
1968,2016,17405,
1962,2005,11380,
1986,2000,17848,
1968,1991,11966,
1991,2012,10143,
2009,2041,3333,
1978,2015,15547,
1990,2017,6262,
2021,2037,8261,
2010,2051,4051,
1957,1998,15279,
2021,2061,7075,
1997,2034,5745,
2002,2027,15661,
2003,2019,695,
1953,1988,4963,
2010,2020,19311,
1992,2009,3853,
2008,2030,9894,
1972,2006,9574,
2005,2027,15286,
1950,1964,14425,
2009,2047,11875,
2013,2056,1583,
1984,2021,21631,
1987,2017,3436,
1991,2031,8376,
1989,1994,14133,
2007,2041,19532,
2009,2040,15395,
1985,1990,15739,
1989,2033,8491,3320
1986,1998,10770,
1956,1992,9283,
1967,1986,10907,
1965,2004,15316,
1980,1983,19475,
2010,2023,3116,
1963,2010,10119,
1994,2009,16443,
2011,2046,17932,
1987,1998,17660,
1961,2001,4312,
2019,2043,6136,
2021,2023,14249,
1992,2001,2605,
1952,1979,3925,
1973,2003,9260,
2001,2013,19799,
1970,1972,7963,
1956,1990,295,
2021,2034,4533,
2006,2024,21461,
2019,2066,3766,
2011,2044,10728,2009
2014,2037,15867,
2000,2008,9600,
2012,2036,3804,
1959,1995,16076,
1954,1965,19969,
1979,2010,13688,
1995,2038,6864,
1985,2030,18939,
2016,2034,1777,
2001,2037,4362,
2012,2051,14936,4296
2009,2010,4586,
2019,2054,10124,
1956,2005,7382,
1999,2021,18804,
1985,2011,13372,
1968,1981,4615,
2007,2017,5594,
2019,2026,17098,
1961,1962,8493,
1977,1980,2989,
1997,2041,1466,
1978,2023,11688,
2014,2062,3130,
1971,1974,9821,
1960,1980,7157,
1970,2001,8877,
2005,2025,9365,
2000,2026,17373,
2019,2054,18498,
1994,2031,5457,
1977,1997,12528,
2000,2009,5822,
1973,2000,6349,
1954,1958,3631,
1963,1983,894,
2015,2048,16666,
1955,1967,16664,90
2007,2054,11875,
1994,2013,17457,2183
1961,1986,855,
1955,2005,7797,
2014,2026,20763,
1969,2012,2535,
2017,2067,9170,
1998,2001,21773,
2003,2031,21497,
2018,2034,13172,
2021,2028,13273,
1957,1986,13676,
1968,1979,19017,
2001,2020,11000,
1996,2010,19543,5352
2010,2044,13016,
1976,2018,13150,
1967,2011,4941,3090
1989,1998,10708,
1982,2011,1572,
2002,2032,20651,
1961,1989,5827,
2016,2050,6112,
1988,2020,18098,
1983,1993,20822,
1950,1984,4956,
2012,2047,1518,
1958,1979,10382,
2016,2057,885,
1998,2030,16054,
1951,1989,7619,
1975,2010,2531,
2005,2011,2350,
1962,1984,4166,
1962,2003,10512,
1985,2033,15446,
1982,2008,3699,1797
2015,2023,12505,
1973,2003,7044,
1999,2040,4479,
2020,2042,20512,
2004,2044,12226,
1965,1968,2869,
1984,2021,3027,
1984,1994,17477,
2016,2066,2582,
2007,2032,6356,
1971,1993,17435,
1999,2020,2424,
1957,1974,6957,
2010,2028,3718,1355
1950,1970,16334,
2001,2046,5648,
2014,2016,17636,
2013,2044,2525,
1958,1968,12295,
1967,1998,17896,
1983,2025,10909,
1987,2034,18615,
1993,1998,8938,
1957,1975,17960,
1989,2035,18304,
2008,2014,11954,
1970,2003,14275,
2017,2056,17847,
2008,2027,10773,
1998,2033,16624,
1992,2033,8148,
1998,2024,19000,
1996,2021,20219,
1994,2011,2101,1797
1980,2009,15741,
1993,2031,9916,2822
2014,2055,7351,
1974,1991,6793,
1973,2018,9683,
2007,2009,21001,2183
1969,1995,2093,
1996,2034,19672,
1975,1982,2678,3320
1994,2025,1685,1797
1999,2019,20767,
2006,2008,15351,
2006,2055,10796,24
2016,2065,11386,
1968,2017,19664,
1989,2038,19815,
1977,2006,9978,5209
2012,2052,2706,
1986,2018,20708,
1955,1974,18793,5352
1984,1999,6947,2183
1954,1979,20247,
2008,2031,8780,
2017,2035,6378,
1960,1998,13688,
1972,1986,19432,
2014,2022,1931,5352
2007,2033,17485,
2001,2017,4947,
1973,1989,18891,
1960,1988,4908,2009
1953,1985,4563,
1951,1979,385,
1971,1983,7301,
1988,1998,11150,
1977,2016,13463,5352
2013,2025,6386,
2008,2037,7641,
1965,1972,8422,
1979,2025,157,
1962,1999,20403,
1950,1955,13513,90
1983,2002,15045,
2009,2015,7632,5352
2008,2026,5341,
2007,2039,3671,
2013,2055,14485,
1951,1994,10027,90
1963,1994,3098,
1978,2005,16758,
2010,2012,10730,
1991,2023,2514,
2008,2044,10663,4296
2014,2063,16983,
1999,2017,6236,2009
1978,2024,9718,
1953,1982,16917,
2008,2039,6817,
2000,2020,7942,
1980,2003,12345,
2003,2032,8821,
1992,2041,9607,
1972,1990,21748,
1976,1996,12165,
1980,1981,5963,
1986,2020,8821,1797
2001,2007,4206,
2002,2009,5072,
1982,1986,2346,
1976,2025,2219,
1957,2003,2413,
1963,2013,4512,
2013,2036,6707,
1988,2009,7687,
2005,2018,21250,
1981,2004,406,
1956,1978,18781,
1975,2010,12631,
2020,2055,5224,24
1964,1990,16164,
1979,1998,19362,
1958,1966,3386,
2012,2013,14920,
2003,2032,8610,
2005,2013,914,
2011,2054,19907,
2003,2028,8678,
2012,2014,433,
1992,2027,12081,
1953,1999,18963,
1969,1970,2179,
1995,2012,3348,
2001,2038,8816,
1998,2025,19580,
1961,1999,18542,
1959,1993,13528,
1988,2013,4309,
1994,2028,15781,
2011,2015,9419,
2014,2064,7291,
2009,2059,10939,
2006,2024,15984,
1969,2012,8532,
2004,2034,14433,
2020,2046,8437,
1970,1993,4027,
1959,1981,7036,
1956,1976,3174,
1984,2015,17394,5209
1990,2009,21544,
1979,1988,6588,
1979,2001,20817,
1950,1984,20568,
1952,1990,2451,
1971,1996,6365,
2008,2025,9823,
1958,1961,8141,
1960,1966,825,
1960,1970,5658,
1964,1970,1140,
1991,2019,14853,
1965,2005,16472,
1964,1976,12407,
2006,2010,6378,
1952,1967,20764,
1983,1992,4070,
1967,1969,19873,
2020,2044,12234,
1988,2025,11289,
1993,2004,4878,24
1995,2027,2957,
1957,1994,682,
1985,2020,5932,324
1957,1985,19912,
1990,2027,17510,
1964,2013,18861,
1956,1982,20156,
2008,2011,1992,
1993,2007,8872,
1972,1986,9478,2822
2004,2048,2259,
2009,2039,11837,
1995,2041,21358,
2012,2047,15300,
1975,2022,7978,
2016,2066,14591,
1983,2011,13338,
1954,1956,10031,
1986,2029,4533,
2013,2040,19015,
2016,2034,19268,
1968,2006,1446,
2012,2013,12757,
1988,2030,14451,
1959,2006,17275,
2012,2015,20701,
1996,2006,9079,
1967,2012,10990,
1961,1970,17831,24
1967,1980,2153,
1979,2028,11689,
2003,2044,2589,
2009,2044,14172,
1952,1984,18593,3320
2005,2027,18188,
1971,1996,1507,
1966,1971,9749,
2001,2002,12434,
2004,2008,898,
1960,1990,7993,
1974,1994,12017,3090
2015,2023,8080,
1957,1973,11678,
1971,2001,6078,
1994,1995,5616,
2019,2056,5868,90
2001,2024,1676,
2010,2025,14614,
1991,2001,20086,
1963,2007,2570,
1968,2007,20788,
1968,2000,17810,
1952,1982,7125,
2017,2058,9081,
2016,2059,16302,
1963,1967,9182,
1956,1995,20135,
2013,2058,12264,
2006,2020,774,
1982,2000,20056,
2018,2051,6672,
1981,2007,8553,
1965,2012,8782,3320
1997,2008,19070,
1999,2007,3645,24
1959,1988,14741,
1968,1978,7711,
1968,2002,19226,
2001,2033,846,
1972,1996,16467,
1982,2031,7495,3320
1990,2012,10014,1355
2020,2044,7824,2009
2009,2024,1177,
2015,2019,2504,
1996,2033,14115,
1975,2025,6721,
1978,2000,21154,
1952,1980,8450,5352
1986,2025,17294,
1954,1972,11779,
2008,2057,5063,
1999,2004,9556,
2017,2022,19124,
1971,1978,11899,
1978,2008,21479,
1969,2009,19677,
1983,2020,13930,
1953,1992,8164,
2015,2020,11421,
2020,2046,12133,
2014,2047,14657,
1989,2024,6352,
1957,1961,17652,
1986,2032,4213,
1984,2025,2519,5209
1954,1957,7365,
1986,2029,2636,
1973,2000,13929,
1979,2020,20135,
2005,2049,3510,
1977,2020,15639,
2021,2051,13004,
1951,1993,12843,90
1979,2019,4373,
1976,2003,8793,
1988,2034,18293,
1974,2010,16457,
1955,1996,12332,
2012,2059,6462,
1974,1979,1855,
1975,1986,16729,
1971,1986,1958,
1970,1999,9972,
1987,2010,7335,
1994,2042,19979,
1964,2000,14775,
2004,2034,14265,
1950,1968,3846,
2007,2018,13969,
1998,2021,10088,
2016,2051,14310,
1966,1997,10701,
1997,2047,3402,
2008,2019,14923,
2005,2029,6589,
1969,2012,30,
2007,2051,13047,
2020,2047,16630,
2015,2056,9433,
1998,2028,20218,
2016,2057,960,
1976,1993,11946,
1961,1968,6987,
1956,2000,19789,
1974,2021,585,
2021,2053,20623,5352
2013,2041,2380,
1951,1970,9190,
2015,2059,7722,
1984,2007,9347,
1961,1988,13026,
2004,2046,555,
1967,1998,18639,
2016,2022,13976,
1993,2034,20480,
2004,2021,12376,
1995,2005,8509,
1960,1983,12295,
1987,2022,2574,
1968,2006,18285,
2015,2037,5453,
1969,2017,19509,
1965,1991,15253,
1997,2005,10409,
1950,1982,2599,
1959,1982,12198,
1951,1990,3828,
2001,2045,11698,
2013,2028,14377,
1992,2025,3332,
1998,2029,20613,
1984,1997,10786,
2007,2048,1628,
1972,2003,2751,
1991,2016,14842,2822
1961,1972,11927,
1958,1991,21575,
1990,2031,6020,
2018,2037,3891,
1957,1983,7696,
1968,2012,13900,
1957,2006,1400,324
2010,2051,1961,
1963,2008,19845,
1972,2021,10182,1797
2019,2032,4363,
2016,2020,8487,
2008,2050,181,
2007,2029,14708,
1998,2044,12613,
1960,2008,5560,
1960,1974,1139,
1984,1996,18150,
1991,2035,21590,1355
1959,2004,6578,
1980,1992,13447,
1957,1966,2921,2009
1962,1988,17458,
1986,2011,10107,
1980,2029,18112,
1966,1986,14772,90
1958,2004,18536,
1996,2019,4373,
1989,2002,7105,
1966,1980,7187,
2010,2024,3011,
1988,2009,16501,4296
1953,1996,2497,
1959,2005,15404,
2020,2063,2569,
1972,1985,4196,
1992,2030,19194,
1988,2023,13423,
1979,2010,10261,
1991,2021,20358,
1953,1968,8979,
2021,2023,12765,
2015,2052,9707,
2003,2045,14392,
2009,2054,14403,
1978,2009,15618,
1951,1995,8499,
1982,2002,14253,
1980,2015,20651,
1965,1986,8112,
2005,2035,2184,
1976,2009,4417,
1996,2025,5563,
1967,1987,8378,
2019,2068,10916,
1976,2025,15573,
2009,2011,8839,
2016,2061,12732,3090
1966,1994,6192,
1959,2002,12774,
1981,2008,13477,
1988,2008,8684,5209
2000,2050,2173,
1977,1994,10219,
1979,1987,18470,
1984,2027,19424,
2015,2022,4468,
1972,2007,4251,
1984,1988,7317,3090
1953,1978,7322,
2002,2005,6060,
1974,2019,20266,
2015,2035,3450,
1989,2003,17370,
1992,2011,21188,
1995,2014,14589,
1998,2019,200,
2014,2028,325,
1965,2009,6215,3320
2016,2063,16276,
2011,2024,6974,
1975,2019,18822,
1961,1967,14454,
2003,2007,6227,
1964,1992,7669,
1960,1977,2372,
1959,1968,6125,
1984,2002,10914,5352
1969,1980,17705,
2003,2019,4179,
1970,1991,2599,24
1969,1992,14589,4296
1959,1970,3359,
2008,2041,15453,
1978,2010,9023,
2021,2029,4903,
1998,2045,21226,
1968,1973,8419,1355
1977,2022,16411,
1963,2006,2146,
1956,1999,3410,
2000,2046,18663,
1953,1992,37,
1978,2008,6830,
2007,2042,18487,
2004,2034,17054,
1959,1985,16356,
1960,1988,19552,
2018,2061,2695,
1966,1968,5219,
1998,2020,8436,
1951,1978,17614,5209
1973,1993,5514,4296
2004,2034,18358,
1954,1987,13613,4296
2019,2024,10578,
1980,2028,15676,24
2016,2043,21014,
1978,2028,18437,
1950,1994,19335,324
1958,2005,14582,
1990,2008,21529,90
1987,2024,3367,
1999,2036,15336,
1983,2028,17039,
2012,2052,11266,
1981,1989,1608,
1975,2018,14170,
2002,2020,17195,
1957,1978,2594,
2012,2034,2101,
2001,2009,1803,
2020,2044,20994,
1967,1995,335,
1953,1969,3919,
1972,2005,3264,3090
1974,1985,16052,
2001,2004,5920,
1951,1982,20263,
1986,2034,7580,
1977,2027,6105,
1968,1989,18373,
1994,2013,16772,
2015,2020,5735,
1987,1991,20624,
1953,1974,16395,
1994,1998,3751,
1988,1997,3928,
2019,2034,20039,
1981,1995,17220,
1967,2003,11832,
1968,2002,19205,
2017,2049,8073,
1976,1984,2601,
1994,2044,5993,
2009,2051,11605,
1963,2003,6519,
2004,2052,7089,
1997,2039,14331,
1951,1963,20907,
2012,2040,9536,
1990,2003,2740,
1950,1983,15182,
1995,2029,10397,
1951,1956,17420,
1953,1987,2132,
1971,2013,14518,
1988,2002,16897,
2006,2037,15217,
1979,1999,10681,
1981,1993,15248,
1998,2030,2167,
2010,2054,8859,
1972,1997,196,
2017,2030,16828,
1965,2008,3740,
2004,2012,21235,
1978,1983,949,
1992,1997,412,324
2000,2037,21087,5209
2015,2062,618,
1986,1995,3926,
1957,1973,13684,
1957,1994,14591,24
1975,1986,9791,
1952,1996,14150,
1960,1992,9987,
2007,2054,20761,
2011,2039,16447,
1977,2018,4331,
1984,1985,14360,
1980,2007,18623,
1992,2013,7328,
2010,2037,12282,
1999,2000,19284,
1997,2041,3606,
1976,2010,21493,
1950,1991,19858,
1982,2025,15890,
2007,2015,16531,
1997,2042,18314,
1960,1996,14787,
2002,2047,16178,
2003,2042,10940,
2006,2034,933,
2015,2053,5976,
1981,2022,12155,
1978,1987,14228,
2014,2022,15646,
1992,2029,8181,
1955,1996,6869,
1964,1985,3374,
2012,2018,13781,
2011,2034,1462,
1974,1993,717,
2021,2045,13596,
1965,1997,11619,1797
1986,1998,347,
1993,2036,15927,
1968,2002,2016,24
1961,1976,15840,
2007,2048,1916,3320
2013,2037,13706,
1997,2018,16947,
1986,1992,216,
1986,2007,8756,
2017,2038,1104,
1983,2012,16040,
1994,2015,9502,324
1960,1996,13272,
2010,2057,9345,
1991,2030,3429,
1998,2048,20207,
1955,1967,14706,
2016,2056,380,
1996,2022,4456,5209
1950,1952,17846,
1986,2005,4888,
