date,gate,departure_hour,statusID
2003-12-10,Z2,14:54,1
2017-09-17,Y4,18:03,1
1993-02-10,Y1,7:00,12
2005-12-21,N5,4:28,4
2017-05-19,V6,7:00,15
2018-02-04,R8,8:22,2
1993-06-11,A2,10:21,3
1997-03-21,L6,2:38,1
1995-04-20,X4,8:51,1
2016-05-08,X3,20:27,1
2015-07-13,E6,18:31,1
1993-12-05,Y5,15:43,2
2013-02-11,M5,19:47,2
2002-04-02,F7,13:24,1
2000-02-20,E6,11:32,5
2005-07-10,V2,8:05,7
1998-09-03,T4,20:01,1
2001-09-08,N7,5:55,2
2004-04-16,R6,0:30,3
2006-09-26,Q1,9:22,12
2009-04-30,S6,20:18,2
2010-03-06,K7,1:38,1
1995-09-26,J2,19:54,1
2018-09-30,R5,19:21,1
2011-07-17,H7,15:54,2
2019-01-10,S7,17:47,1
2012-10-19,C8,11:56,5
1998-06-09,O5,11:43,3
1994-03-10,Z0,8:13,1
1994-04-20,Y6,15:56,2
2005-01-05,P7,19:16,9
2011-05-07,M2,20:49,1
2010-09-10,I2,4:27,4
2019-04-03,H6,13:45,2
1998-03-18,C4,14:19,1
1991-07-24,T3,4:53,2
2017-01-16,Z0,21:31,4
2007-01-14,A2,4:35,2
2015-05-29,B3,17:00,6
2017-05-27,E2,21:23,1
2014-01-22,D2,4:05,1
2009-11-05,H2,0:46,1
2003-12-14,K2,9:03,12
2002-07-14,Q4,14:36,1
1998-09-05,M0,1:21,3
2017-01-17,Q0,0:10,1
1996-05-26,E9,20:49,3
1991-07-28,F8,5:46,7
2013-11-05,N2,17:54,1
1997-11-30,H1,16:37,12
1998-04-22,H1,3:43,1
2005-01-08,V5,3:32,3
2011-05-21,L1,4:26,6
1991-07-23,U6,8:34,2
2013-03-18,D7,2:19,11
2009-05-13,P1,7:59,1
2010-12-11,D6,19:44,5
2011-10-02,Y8,1:12,3
1998-08-20,W9,16:09,1
2010-05-14,S7,2:23,1
2005-06-22,A2,18:01,1
1998-10-28,F4,17:31,1
2005-10-27,L8,10:01,1
1994-04-06,M4,14:00,1
2015-08-25,C4,15:04,1
2008-06-25,W8,7:15,2
2009-07-01,T8,6:53,3
2013-09-22,K8,23:15,2
1995-05-31,U7,20:17,1
2017-08-12,D7,20:38,1
1994-10-01,T4,6:21,1
1995-08-23,Y8,14:44,2
2019-05-16,J7,23:26,9
2010-02-22,P5,12:31,5
1990-02-18,G2,19:50,4
2013-07-05,C5,8:42,5
2006-03-14,J8,14:48,7
1992-09-18,F3,17:19,7
2000-01-18,Z2,5:05,1
2007-10-08,A3,17:39,2
2006-10-25,V8,4:36,1
2014-01-03,R0,4:22,10
2001-03-04,T9,23:21,7
1996-10-22,I0,11:22,1
1995-10-28,Y3,16:58,1
2006-07-18,E3,13:22,1
1990-06-07,S1,5:22,1
2001-08-20,U9,4:00,1
1993-03-05,J7,3:02,5
1997-07-11,H8,21:46,1
1994-04-17,J5,3:47,1
2007-07-07,Y5,8:46,10
2017-10-13,S5,12:47,1
2007-02-02,M6,3:11,1
1997-08-07,X3,6:01,1
1993-05-16,B9,18:15,1
2001-09-29,Y6,22:22,1
2017-05-21,O4,10:15,3
2018-03-22,C2,13:49,11
2004-02-08,M9,0:37,1
1995-04-20,B1,18:09,1
1998-07-26,X6,9:50,2
2015-09-01,J4,20:44,1
1997-11-16,Y3,19:43,5
1990-04-22,T2,1:01,1
1995-04-11,H6,11:29,1
2000-09-05,C7,21:11,1
2011-03-08,K6,20:06,1
2015-05-29,E6,23:54,1
2006-09-27,D3,13:43,12
2017-10-13,D0,16:17,1
2008-05-09,H4,18:54,5
1997-03-04,R5,17:38,8
2010-12-27,S7,16:56,1
2018-08-07,E4,1:27,2
2003-03-28,H8,14:49,1
1999-05-30,B7,23:35,1
2019-12-26,C7,16:51,4
2017-12-15,T4,5:16,6
1997-09-27,M1,22:46,1
2019-03-24,O3,3:51,11
2003-05-02,E2,5:29,2
2003-04-28,S8,18:24,6
1994-11-22,F4,5:39,1
1995-01-17,M2,3:12,1
2007-05-23,K3,15:27,2
1997-03-23,G4,14:03,9
1993-05-19,B8,17:08,1
2013-05-21,I0,15:17,3
2018-07-12,U1,8:35,6
2004-09-16,B2,4:58,5
2003-11-13,P4,2:47,1
2002-10-12,U4,1:47,5
2010-06-21,Q4,3:15,1
1994-08-03,Z1,12:23,5
1993-09-03,L7,13:48,1
2016-11-22,S3,6:46,1
1997-10-15,T1,0:28,1
2015-12-24,L8,22:38,1
2010-09-17,G6,10:43,6
2016-11-25,N2,3:18,1
2014-11-21,N0,8:16,13
1999-02-15,M9,12:51,3
2003-11-17,P6,19:03,1
2008-09-17,J1,20:20,7
2009-09-13,C9,6:50,2
2014-12-23,W8,10:02,1
1996-06-27,K9,15:06,1
2019-07-22,Q9,9:43,3
2001-12-02,O6,18:33,2
2017-02-11,N5,18:47,2
1994-11-20,S8,12:30,1
2011-06-22,G6,21:33,8
2015-07-22,U6,12:21,1
2015-12-20,C7,5:14,1
2007-10-16,D0,3:30,9
1994-11-10,H1,23:10,1
2011-10-27,P8,18:14,2
1990-07-28,R0,16:54,7
1997-11-29,N7,2:19,1
2010-07-20,O7,4:44,7
1996-02-27,K9,1:22,13
2004-10-20,D4,16:48,2
2006-04-05,Q2,11:49,1
1997-01-03,J7,4:27,4
2004-02-23,C0,4:11,1
2005-06-14,C2,3:08,1
1996-07-11,J5,15:59,1
2000-07-29,Z9,11:10,5
2000-09-06,X9,18:47,2
2018-07-15,A6,12:14,3
2007-05-24,C6,8:02,1
1996-12-29,A0,19:29,1
1996-04-12,R5,8:28,1
2012-12-27,C6,19:11,1
1996-10-19,T5,15:35,3
2012-01-04,T5,3:53,2
2012-07-17,I5,10:06,5
2019-09-28,B4,3:59,1
2008-05-14,L9,7:01,2
2008-06-17,N1,20:52,4
2007-06-14,Z4,19:45,8
2013-04-12,A7,21:24,2
2012-10-28,I3,20:27,1
1993-04-04,T3,15:43,1
2019-03-11,G8,2:47,1
1995-10-01,K2,4:39,11
2013-02-13,T0,11:52,2
2014-09-02,D3,23:24,1
1991-10-20,S3,13:53,1
2006-11-06,T6,5:54,11
2017-08-12,Z9,17:33,1
2001-07-24,Y1,0:15,1
2017-04-17,F2,22:53,1
2016-09-02,P7,9:51,5
1993-06-24,T9,4:00,1
2008-02-07,W0,4:02,1
2020-01-03,B8,14:11,3
2015-09-14,V1,23:29,9
2015-12-06,R6,18:08,2
1999-07-15,K6,5:55,1
2013-01-16,E2,3:49,1
2012-07-08,W3,12:35,9
1992-05-05,E1,1:54,1
2019-02-19,E4,5:46,6
2015-05-30,W3,3:45,1
2000-12-18,D6,11:02,5
2018-04-18,C5,1:59,1
2008-11-08,Q5,10:34,1
2000-10-27,E6,6:09,2
2014-12-15,M4,6:41,1
2003-08-07,T9,18:05,3
2016-11-18,D3,1:29,3
2009-09-16,G6,7:49,6
2006-07-14,C8,17:05,5
2001-01-04,K4,9:12,11
2013-05-11,Q0,9:29,5
1996-05-01,K5,22:32,1
2009-05-02,N2,4:56,2
2009-12-28,S2,7:53,1
1998-06-14,V2,4:33,1
2013-08-12,O6,9:08,9
2010-09-13,C3,19:28,2
1990-10-25,M8,2:37,1
2006-12-11,E6,4:48,11
2008-01-08,F4,12:42,1
1993-03-24,C9,5:27,8
2012-02-20,A6,3:01,4
1993-09-02,A4,7:10,1
2011-06-12,Q6,10:28,5
1997-02-08,P5,20:25,6
2003-01-09,U0,22:43,5
2016-07-15,N8,2:25,1
1992-03-11,V9,3:18,2
2008-09-15,P3,13:17,6
2003-12-07,O0,16:55,1
1993-04-22,Q6,17:41,1
1992-08-22,Y4,7:22,4
2016-02-26,W8,8:23,1
2001-07-19,M5,0:55,12
2003-04-01,H1,20:28,12
2004-02-08,S6,9:56,1
1996-03-27,L3,11:56,2
2001-02-01,Z9,17:22,1
2002-04-10,S1,15:26,1
2006-05-22,D8,23:56,1
1994-08-06,D2,21:18,1
2003-12-12,E8,19:43,1
1996-10-02,E0,23:33,6
2013-07-05,I3,8:00,1
1993-09-29,L9,14:55,1
2008-09-29,N1,10:01,2
2011-10-11,I7,8:59,10
2008-05-27,R8,19:25,2
1990-12-24,P9,12:12,2
2002-03-21,X5,8:59,3
1992-07-26,M2,23:22,1
2006-04-24,P5,20:10,11
1999-08-01,H5,23:39,9
2013-03-08,I1,6:45,1
1990-04-11,E1,16:35,1
2018-01-14,M5,22:58,1
2000-03-12,P2,10:41,1
1990-08-21,N0,19:40,2
1991-12-06,B9,5:20,1
2016-11-04,U0,22:01,9
2010-02-19,Y7,14:48,1
2003-10-08,X8,8:10,7
2000-01-03,G1,18:15,1
1994-09-17,B0,1:30,12
1991-01-15,J8,13:06,5
2004-06-10,N6,20:14,1
2015-05-29,W6,23:25,1
2018-06-09,W5,15:55,8
1997-06-18,G0,15:28,1
2001-06-02,X7,0:21,1
1998-07-17,C3,20:25,1
1994-07-23,K7,4:37,1
2005-04-30,Q1,15:14,1
2005-04-13,N3,11:53,1
2001-08-20,P9,0:17,1
1995-12-10,L9,18:08,2
1998-10-09,X9,7:31,9
2004-09-29,X7,18:34,12
2008-03-01,M8,15:53,1
2001-08-14,J9,17:53,1
1993-10-24,K4,4:01,2
2007-05-31,Q1,9:03,1
2010-12-03,K5,20:15,1
1995-12-19,S4,11:02,15
1995-06-05,M8,20:46,1
2016-06-26,K6,15:32,2
2017-04-24,N9,4:45,1
2011-11-04,P7,16:43,1
2005-06-06,Q5,18:25,1
1995-01-30,Y5,18:00,12
1990-05-19,A7,21:20,2
1995-06-09,B9,14:38,1
1995-03-18,J7,1:42,3
2009-04-08,P6,21:38,12
2012-08-22,T6,0:40,9
1997-11-08,A4,9:31,5
1994-06-10,O4,20:17,1
1993-07-04,E0,0:35,1
2001-05-04,A5,9:49,1
1995-08-16,Q8,1:51,2
2009-10-09,H2,7:01,2
1995-07-08,X2,18:52,1
2010-09-14,T2,7:18,6
1998-01-16,D5,3:34,8
1999-07-04,U2,17:21,1
2006-07-12,H0,5:59,5
1997-06-30,J6,22:38,5
2007-07-20,N2,21:14,1
1994-01-14,R2,18:42,1
2006-04-23,P9,6:39,6
2009-03-19,V6,11:55,1
2016-05-28,O5,3:43,8
2019-08-24,B2,2:44,8
1998-07-04,U6,9:54,12
1993-01-24,C6,21:24,4
2017-06-09,X4,7:35,8
1992-10-11,K7,23:04,1
1996-12-25,R6,22:18,1
2017-07-22,X8,0:41,1
2003-12-05,P0,14:25,1
2003-10-24,L9,9:49,3
1997-10-12,A2,11:23,1
1999-11-07,B7,16:40,1
2005-11-16,O3,19:12,1
2004-10-28,T9,10:36,7
2000-01-25,J1,17:08,1
2001-01-21,W1,17:27,3
2003-08-25,U4,22:36,5
2004-11-03,H2,17:37,9
2005-01-01,H7,13:34,1
2016-10-05,U6,13:53,1
2016-07-26,L6,12:39,1
1996-02-01,Y3,10:45,15
2019-07-30,E7,18:21,1
2000-10-27,C4,11:25,1
2014-11-05,Q8,14:09,6
2000-08-07,G1,13:50,1
1990-11-09,O4,4:04,1
1992-03-23,V3,23:50,5
1999-08-17,C5,9:25,2
2004-02-07,X1,3:54,1
2015-01-03,L8,17:37,1
2002-10-28,T3,12:43,6
1999-02-19,Z5,3:54,1
2006-11-28,C5,4:38,1
1998-05-24,D3,0:10,1
1997-01-17,F2,0:36,4
1999-08-31,T0,8:31,3
2003-05-11,M2,19:56,1
2016-03-03,N3,0:43,1
2003-04-03,E4,22:59,1
2000-12-26,G3,10:26,3
2019-02-14,M0,6:57,1
2003-03-05,A4,12:44,1
2007-09-03,K0,5:25,5
2005-04-28,A8,0:57,11
2007-05-15,F7,11:07,1
2004-06-08,K0,13:58,1
1991-11-25,J5,10:55,3
2012-10-25,E1,19:11,2
2006-08-15,R9,14:38,10
2002-10-03,Y7,8:06,11
2018-04-11,U6,19:02,1
2001-06-22,F0,2:59,5
2013-09-11,S8,19:59,1
1991-10-13,E1,12:04,9
2015-06-21,K8,18:55,1
1996-11-21,O6,10:48,11
2009-10-01,U7,2:20,1
1998-03-17,K0,23:35,3
2002-02-02,K1,12:00,2
2006-05-23,A4,1:00,3
1995-05-01,Y9,12:58,1
1992-07-12,V8,5:05,10
1994-03-06,I5,1:01,1
1990-09-21,X9,4:36,1
2013-11-19,U9,15:11,3
2019-10-23,F9,9:29,8
2010-05-24,K0,6:19,1
2017-03-10,T1,17:51,1
2013-04-30,C5,16:31,8
1991-08-29,Q0,21:57,1
2019-08-26,Z8,12:10,1
1997-04-24,Z2,12:40,1
1995-10-09,K6,0:28,1
1992-09-02,V4,11:26,1
2007-04-08,T2,2:04,1
2003-10-11,I6,12:45,2
2001-11-12,I2,4:12,2
1991-04-19,B3,3:59,1
1995-03-02,H5,19:53,6
2008-01-12,W7,21:27,2
1993-05-04,J3,13:08,1
1993-09-25,Q1,8:23,1
2000-08-01,F9,20:01,1
2000-10-20,R0,1:39,1
2016-01-26,H9,10:16,6
2006-03-07,X1,4:29,1
2015-10-31,C1,23:20,1
2012-02-18,B7,19:36,12
2019-06-05,S2,2:16,1
2015-10-17,X7,13:47,2
2004-10-22,Z1,7:05,3
2019-07-05,E3,14:59,5
2003-07-28,N0,19:53,5
2009-02-05,I6,4:42,1
2013-05-11,Y8,6:36,1
2001-04-07,L8,3:19,2
2006-09-21,R8,22:54,5
1993-09-08,A2,22:32,1
2003-10-31,A8,9:33,2
2002-06-11,H1,1:19,1
1999-01-30,W8,16:58,1
2017-09-21,M1,8:13,9
1991-03-16,R8,18:12,6
2004-02-10,Z8,21:56,6
1996-05-13,L7,17:34,1
2009-03-01,U6,22:30,1
1990-01-04,L7,7:53,1
2005-05-15,R2,22:21,3
2017-02-14,H3,0:40,1
1991-10-08,Q4,3:51,1
2001-04-30,C8,11:23,1
2012-04-24,Q1,13:04,1
2015-01-17,P7,2:27,2
1992-12-25,L6,8:03,2
2010-03-05,P7,14:30,1
2019-05-23,P6,18:46,5
2009-06-26,U5,9:05,1
1990-08-17,I5,8:34,2
1997-12-05,P8,7:23,1
1994-01-08,N0,23:21,3
1992-07-12,H5,4:51,1
2000-12-12,G1,5:17,1
2000-05-10,N2,5:59,4
2009-07-23,F6,13:34,1
2000-01-08,L4,19:30,1
2008-08-25,S4,16:50,6
1990-07-08,W6,18:17,1
2004-06-03,R6,12:26,1
1999-02-14,X7,23:33,1
1990-04-02,G5,5:52,2
2015-05-09,Z9,17:15,1
2004-06-27,T6,10:47,1
2007-12-11,Z1,16:28,7
2018-02-10,G8,1:43,2
1995-05-02,Z7,7:54,7
2014-11-11,I0,19:35,1
2004-12-24,T5,0:12,1
1993-06-29,X7,7:27,6
1999-01-18,V3,13:05,1
1990-09-12,E6,3:26,11
1993-01-05,S2,23:08,12
1993-12-06,Z6,8:53,1
1997-06-08,K1,3:22,1
2008-09-11,G2,6:19,1
1994-02-11,H1,4:23,1
2006-05-02,T1,13:06,1
2013-05-16,H4,19:15,1
2013-06-29,E9,16:12,1
2015-10-16,R3,23:25,8
1993-11-11,O2,8:27,6
2007-09-04,Z7,1:22,1
2005-09-26,W6,0:16,6
2015-08-06,Y0,9:17,1
1995-02-16,V0,4:06,5
2003-11-28,U9,6:29,1
2016-08-07,O2,13:10,5
2016-03-31,W4,12:01,9
2009-10-26,S8,4:54,1
2012-06-20,Z6,22:29,1
2005-01-18,W4,12:48,1
2007-10-10,L5,2:06,2
2014-11-21,A3,21:11,1
2004-07-27,M4,18:51,1
1997-03-12,H7,23:26,4
1995-08-06,S7,14:07,2
2018-09-05,D2,3:47,1
2000-05-11,H7,16:38,1
2020-03-03,M7,1:19,1
2019-01-23,N2,19:53,1
2018-04-04,H7,21:34,5
2001-08-31,W4,12:52,4
2008-05-21,H7,21:43,6
1993-11-06,Z3,22:24,2
1997-08-27,Z6,4:23,3
2017-08-05,R4,18:37,1
2018-06-03,Q7,18:51,10
1994-11-16,O9,15:39,1
1999-03-20,H1,22:03,1
2008-09-27,L9,10:36,12
2004-01-05,B3,3:36,1
2011-04-11,Y4,19:16,1
2004-07-21,U7,2:04,4
2014-07-15,G3,13:59,15
2019-04-07,P3,4:30,4
2000-11-02,E9,18:58,1
2010-10-27,Y6,18:26,1
2019-01-07,I1,3:47,1
2001-06-13,P5,1:30,7
1993-04-28,B3,10:11,11
1995-11-17,Q5,19:00,11
1992-06-30,I3,20:02,3
2004-03-16,Y2,19:48,12
1999-12-16,I3,12:35,2
2000-12-18,R3,21:05,4
2006-05-29,D8,6:22,2
2006-12-29,G7,3:27,4
1999-02-22,A0,21:20,8
2011-05-25,I3,22:05,7
2016-06-29,E3,21:58,1
1993-11-25,F8,16:18,10
1990-11-22,G8,14:56,10
2004-09-16,X0,23:02,6
2009-01-03,R8,13:00,10
2014-06-20,Z9,9:29,1
1991-10-12,E9,5:08,1
2001-06-04,V2,19:15,1
2014-07-17,X3,4:35,1
2017-06-25,A2,5:24,7
2010-05-23,M3,10:15,1
1998-04-30,L0,4:52,1
1990-08-30,R7,23:49,6
2012-12-20,E5,22:55,1
2010-03-14,I7,0:48,9
2009-08-31,O5,23:30,11
2014-10-13,S7,23:49,1
2002-06-06,Y8,7:20,1
1994-10-27,B2,1:42,9
2013-12-04,Z2,16:40,1
1995-05-21,T6,9:06,1
2012-08-04,A6,3:23,1
2006-11-09,O7,17:55,6
2015-11-11,Y1,15:21,4
2005-08-25,P6,5:36,1
2003-05-23,Z3,7:11,1
1992-07-19,Q5,21:34,5
1999-10-31,O3,18:45,1
1992-10-16,T9,22:54,1
2013-06-23,H7,23:12,1
1993-09-14,K9,22:05,1
2004-10-27,D4,12:31,7
1991-09-24,E2,13:34,6
2008-02-29,C1,10:54,4
2011-10-16,M7,19:20,1
2015-08-30,S9,8:13,3
1990-08-28,H5,8:39,1
1994-04-05,P6,18:42,1
2013-08-04,J7,2:21,1
2005-07-25,Q1,3:48,1
2011-11-27,N8,0:44,1
2008-07-29,K0,10:29,2
2012-10-31,H9,1:58,1
2003-07-04,B2,6:28,1
2014-09-18,G6,8:17,5
1992-12-01,F3,20:51,2
1998-10-25,V8,12:48,2
2004-12-10,K0,10:08,2
2000-09-07,D4,5:34,1
2012-11-29,V8,7:01,12
2005-05-23,I0,12:49,12
2010-07-20,J0,5:38,1
2010-05-27,O6,11:27,2
1992-07-13,N8,10:04,2
2016-03-31,H4,16:22,1
2001-05-12,I7,14:31,1
2019-07-16,F3,21:03,2
1992-07-23,D7,19:08,8
2009-06-16,S1,2:20,4
2003-08-14,Y8,23:54,3
1997-04-20,X0,18:37,1
2020-02-20,W9,5:54,1
1996-02-22,I5,20:37,1
2012-07-12,C5,7:02,1
2000-03-01,T2,6:09,1
2001-10-26,B8,12:18,1
2009-02-07,N0,13:15,1
2006-01-20,W1,11:16,4
1990-01-26,I0,17:20,1
2015-04-29,V3,17:34,2
1996-06-10,E9,23:51,1
2010-12-08,I5,12:04,1
2008-03-27,D9,15:31,1
2001-04-03,V0,18:53,1
1997-12-28,A8,23:06,3
1995-03-19,I7,9:42,1
1990-08-13,C3,22:01,1
1993-03-18,U3,3:07,1
2007-01-22,W1,4:08,1
2012-02-03,Q8,1:00,1
2000-10-06,V1,23:01,6
2002-04-13,D6,7:41,1
1998-05-26,C2,22:46,12
2008-07-24,A8,3:17,6
1996-12-23,H2,2:18,12
1997-11-08,F3,2:01,1
1995-04-12,V0,11:35,1
2000-06-04,N5,6:48,9
2003-03-26,Z4,21:32,1
1991-05-20,D0,9:41,1
2005-05-02,Z8,17:58,1
2001-03-25,Y5,21:34,2
1995-06-10,I1,0:15,2
2001-03-27,F1,9:12,2
2006-10-10,F8,5:44,1
2015-03-06,C9,1:33,1
2013-10-10,E4,23:34,1
1998-08-01,Q5,14:31,5
2001-12-27,Y0,9:39,1
1992-08-24,G9,11:40,3
2003-07-06,O9,22:21,4
2007-10-27,Q5,1:14,1
1995-10-06,T7,7:43,1
2019-08-29,U0,11:33,1
2007-02-14,T7,20:51,5
2008-04-04,X1,19:32,6
2002-11-13,J4,16:16,1
2016-03-16,T0,22:14,1
2018-02-17,J8,23:50,2
2012-10-19,D4,23:19,1
2006-03-16,O3,15:35,11
2012-03-18,H9,10:40,10
1998-10-22,Q0,13:01,4
2017-05-20,D6,5:03,1
1999-04-27,I3,0:51,1
2014-07-06,X3,7:34,1
1997-10-14,Y6,7:28,11
1992-01-13,W1,15:48,5
2000-06-10,B9,21:28,2
1996-10-21,Y3,22:54,2
1994-02-01,R5,18:51,4
1991-01-25,R1,2:33,1
1998-08-21,Z5,16:04,1
1997-06-30,U4,0:09,12
2017-04-11,M3,8:53,1
2008-03-25,O7,9:29,1
2001-07-12,J1,7:55,5
2006-05-21,Q4,1:27,4
2012-07-14,B8,6:51,2
1996-09-03,I2,23:21,1
2000-07-23,H6,17:37,1
2017-06-03,G3,11:52,2
2012-09-21,Z2,5:28,1
2001-09-14,S4,4:08,1
2019-11-14,L9,22:35,1
2010-03-04,I2,10:44,2
1994-04-20,E4,23:56,5
1992-03-27,K3,12:31,1
1995-07-21,I9,11:23,5
1998-08-22,L0,9:00,6
1997-02-24,M5,3:37,1
2003-05-25,S2,23:28,11
1996-09-01,M5,21:36,1
2004-03-22,I1,23:58,10
1997-07-02,F9,0:01,1
2015-02-14,Y5,17:26,8
1990-10-23,J7,5:43,1
2017-08-07,H5,14:49,5
2000-09-19,W1,13:27,3
1997-02-11,E6,5:13,4
2004-03-02,Z0,10:37,1
1994-11-25,B0,15:32,10
2007-01-30,P1,23:11,1
1996-08-23,M8,13:58,1
2002-03-16,H7,15:36,10
2010-01-21,Z8,1:05,3
2006-11-29,M9,6:51,1
1997-09-21,J5,22:57,1
2013-04-30,H5,2:39,6
2019-04-29,O5,10:00,1
1991-09-05,C3,14:09,1
2012-09-10,T5,6:24,12
2001-04-14,N0,17:00,11
2001-03-19,T5,15:41,1
2011-12-24,F6,12:44,1
1999-06-15,U9,18:45,1
2005-10-03,V5,7:51,1
1999-12-13,P1,8:51,8
2018-10-06,O6,19:28,6
2010-06-15,O9,1:49,3
2009-01-31,J4,18:54,4
2018-06-25,K2,12:41,4
2019-06-03,S3,11:42,6
2017-08-16,W5,21:05,6
2011-05-30,A7,9:14,1
2014-10-27,W3,19:02,9
2019-12-08,M0,22:49,1
2003-08-29,X4,4:54,11
1990-08-14,N9,6:55,1
1995-04-19,B1,8:02,1
2008-11-26,N2,9:49,3
2016-06-28,Q2,1:20,6
2006-03-23,R3,11:23,1
1998-03-06,X1,8:50,5
2003-08-24,R5,17:11,9
1994-04-28,W3,9:36,4
1998-03-23,E0,19:40,1
2011-12-01,Q0,6:09,1
2018-05-01,Y2,17:05,1
1993-07-28,V9,1:03,1
2016-11-03,H1,22:05,1
2011-10-22,R2,8:21,1
2020-01-11,A1,11:42,1
2011-04-19,W1,6:12,1
2017-03-04,U8,3:39,1
2011-11-29,B9,1:47,3
2014-06-20,X8,14:24,1
2005-01-28,U3,4:04,1
2008-05-18,I4,21:29,1
2019-07-20,B5,18:42,1
2011-08-21,J4,15:27,1
2006-11-19,T9,2:29,1
2003-08-26,L6,1:57,1
1992-04-30,N2,18:33,3
1992-07-20,K8,8:06,1
2015-03-03,I8,15:52,5
2011-01-02,V3,19:37,1
2007-08-30,Y4,16:53,8
1997-12-18,X3,0:33,1
2012-12-20,Y7,2:57,6
1991-03-14,M2,6:59,3
2020-02-28,I5,8:48,1
1996-05-13,M0,5:15,1
1994-04-24,U3,3:39,1
2007-05-25,X0,19:07,2
2012-09-13,V2,9:11,7
2006-03-03,R8,4:17,1
2004-09-22,Y7,8:42,1
2006-02-20,H7,5:22,5
2015-01-06,K7,23:31,3
2000-09-09,D1,6:07,4
1997-09-18,N4,15:45,1
1992-01-28,E8,0:53,5
2013-12-14,S2,4:36,1
2015-11-17,X9,22:51,1
1998-07-07,K5,23:34,2
2015-06-02,A9,0:34,8
2003-11-24,A6,20:40,6
2004-06-04,U5,7:46,9
1994-11-24,W6,0:49,10
1994-12-17,T1,3:27,5
2003-07-10,Z4,12:59,6
2000-07-05,Q2,23:03,1
2000-09-28,H4,16:05,1
2001-10-15,W7,22:54,6
2008-11-28,B0,7:56,4
2002-04-05,U8,13:37,1
2017-03-11,R2,22:25,1
2008-08-03,N9,13:10,5
2006-08-09,V8,9:41,1
1992-07-30,E6,23:18,1
2006-07-29,D4,4:21,1
1999-07-03,G5,1:14,9
1996-07-22,R0,10:39,5
2001-09-02,O6,4:24,6
2004-04-09,I1,16:22,15
2017-12-21,O8,5:06,10
2008-03-28,H4,23:02,2
2015-08-12,V9,22:45,1
2015-02-06,V4,23:19,2
2018-08-19,U4,17:51,1
2019-01-03,U1,16:17,6
2017-08-14,O0,6:37,1
2019-11-13,C2,0:14,1
2006-01-15,V5,11:22,4
2001-12-11,F9,13:20,1
1990-09-09,Q0,11:06,1
2016-02-18,J9,19:44,2
2004-11-06,R6,23:39,1
1992-06-15,M4,11:02,1
2010-07-01,S1,6:31,1
1994-10-21,U7,1:47,15
2005-01-08,Z0,5:54,8
2008-05-03,G0,22:11,1
2015-10-02,Z4,12:21,1
2005-01-15,N6,18:43,11
2018-11-05,F1,20:41,1
1999-11-18,I3,11:20,1
2000-08-05,X4,8:20,1
1991-12-08,O1,2:48,1
1999-12-24,A5,10:18,1
2004-06-14,E3,23:41,4
1993-01-16,P5,23:41,1
1991-11-13,J8,8:36,2
2005-10-08,B2,17:15,1
2010-10-01,U9,22:43,1
2007-07-29,S5,23:22,2
2004-07-23,C2,10:58,8
2004-04-25,C3,5:16,1
1998-01-19,L4,10:15,3
1996-07-05,N5,9:43,2
1995-03-24,C2,8:42,5
2010-01-31,W8,1:47,1
2017-01-08,K5,6:35,3
1998-07-04,S6,4:41,1
2000-07-14,X4,19:39,1
1994-01-09,N2,6:19,3
1995-01-17,V5,11:35,1
1996-08-10,C1,3:51,1
2009-05-15,Z2,22:04,1
2020-01-14,V9,15:57,9
1993-10-07,J9,3:48,5
1990-02-28,J6,7:45,11
2006-12-28,P3,22:31,2
2015-05-01,V3,4:08,1
2012-09-13,V9,9:03,11
2000-11-04,F8,23:40,5
1990-12-02,Q9,22:27,2
2003-06-01,M8,7:20,1
1997-01-15,X6,11:40,1
1991-02-21,S4,1:46,1
2014-11-12,X5,6:59,11
1994-09-23,V7,2:39,3
2005-12-10,V1,13:15,2
2015-07-01,G6,17:10,1
2014-10-26,C0,13:12,1
2007-05-07,Y4,21:00,8
2017-02-17,H6,6:44,1
2007-05-24,Y5,5:04,4
2004-11-10,F2,11:35,8
2009-01-26,Q0,16:00,4
1994-07-29,J7,21:35,2
2015-08-08,C0,2:11,1
2003-03-29,P3,14:47,10
1994-05-25,B8,7:02,4
2016-08-10,Z1,1:25,8
1992-05-22,A3,14:54,1
2003-02-15,I3,2:16,1
1990-04-12,U2,3:43,4
1998-03-02,V3,2:47,8
2019-07-02,W2,20:35,1
2013-08-02,Z3,21:53,2
2012-06-23,K8,13:23,1
1993-03-30,Y2,7:30,1
1990-01-06,T2,20:30,1
1999-01-24,C0,15:35,1
2018-07-24,L7,16:03,9
1992-08-07,J7,14:18,2
2011-12-22,G7,3:25,2
2011-09-13,H0,4:03,5
2001-01-17,X5,8:50,2
2019-07-05,X1,4:47,1
1996-07-12,B9,3:25,1
2007-09-08,Y4,0:49,13
2011-12-06,J7,13:03,1
2016-05-07,F6,10:47,1
1998-12-05,C4,1:21,10
2009-04-26,R4,14:00,1
2008-02-15,Q1,4:35,8
2005-11-05,L7,7:36,2
2011-12-08,Z2,11:18,1
1994-12-09,W1,1:24,6
2010-12-28,C5,11:15,6
1992-10-27,K9,0:04,2
2000-08-02,V5,17:44,1
2004-04-23,M7,18:39,5
2007-02-04,F3,14:48,1
2016-09-06,A9,18:04,5
1993-06-12,Q4,17:40,7
2011-06-15,G9,21:40,1
2009-03-31,J8,22:10,1
