language,personID
Arabic,133146
Italian,1098
Spanish,36229
English,59135
Japanese,116199
Montenegrin,29533
Bengali,149453
Spanish,48172
English,15179
Maltese,118039
English,6776
Slovak,157751
Hindi,71281
Spanish,120990
Bengali,103833
Portuguese,97766
Afrikaans,171776
Hindi,120923
Hindi,131268
Turkish,54378
Russian,87610
Mandarin,94811
Mandarin,116427
Portuguese,89358
Russian,88309
Jakartanese,27961
Spanish,165874
Spanish,84135
Spanish,56791
Arabic,116718
French,111501
Hindi,5403
English,107628
Mandarin,97163
Korean,164303
Maltese,8587
Italian,127472
Maltese,85446
Catalan,162290
English,76177
English,68188
Bengali,1120
Japanese,128366
German,149624
Mandarin,78665
German,119314
English,83659
French,132076
English,122947
Spanish,76185
Hindi,166853
English,48539
English,66023
Portuguese,15380
Hungarian,153196
Spanish,139971
Albanian,71597
English,18750
Maltese,3551
Japanese,154597
Arabic,118128
English,90338
Italian,16831
Estonian,98681
Kyrgyz,23862
Cakchiquel,105245
German,40692
English,129179
Italian,20748
Taiwanese,145897
Portuguese,23082
English,49182
Cakchiquel,116802
Hindi,80650
Icelandic,157178
Norwegian,26
Arabic,80436
Thai,12264
Hungarian,8588
Italian,117595
Hungarian,155102
German,123976
German,99313
English,119962
English,12803
Spanish,139148
Japanese,41981
English,162166
Hindi,140685
German,32375
Arabic,49681
Estonian,107183
Bengali,57549
Spanish,164824
English,161030
English,147939
Turkish,25459
Hindi,132562
Japanese,41966
German,116147
Mandarin,131231
Georgian,104514
Japanese,154924
Japanese,82251
Spanish,98410
Italian,92068
French,168732
Spanish,125678
Albanian,51625
Mandarin,91623
English,5577
English,109589
German,102797
Japanese,134662
Spanish,89021
Mandarin,42063
Japanese,103136
English,74642
Mongolian,123824
English,124178
Italian,133719
Spanish,90528
Thai,88117
German,21005
English,25205
Arabic,132878
Serbian,43394
Arabic,72758
German,139991
English,162514
German,61559
English,8193
Portuguese,15282
Nigerian,13398
English,162304
English,49379
French,91278
Mandarin,89523
German,21403
Lithuanian,131330
English,9014
English,30165
Arabic,165623
English,36716
Japanese,47759
German,156103
Hindi,80426
Ukrainian,134543
Spanish,61016
Arabic,37293
Spanish,163015
English,60296
Czech,162448
Portuguese,5069
Thai,87102
English,110854
Portuguese,77844
English,93927
Estonian,39235
Serbian,25103
German,25649
Bengali,54952
Icelandic,158046
Urdu,68013
Spanish,140478
English,39082
English,47910
German,113778
Mandarin,54417
Bengali,77936
Hindi,58251
Bengali,76676
French,75967
Ukrainian,85909
Spanish,81992
English,171116
English,99237
Ukrainian,171414
German,47739
Spanish,140651
English,66868
Mandarin,24223
German,34960
English,164527
English,142656
French,14714
Portuguese,126583
Kosovan,65859
French,101179
German,93711
Mandarin,30463
English,85646
Sundanese,67830
Georgian,45067
Spanish,31100
English,58604
English,85514
Bengali,74645
English,164677
Russian,101879
German,170499
Bosnian,7206
Portuguese,67823
Thai,115612
Mandarin,137699
Shanghainese,82281
English,5020
Spanish,26277
English,30609
Macedonian,56978
Spanish,131054
German,48828
Spanish,88515
Uzbek,66661
Hindi,76057
German,13501
Hindi,123085
English,71471
Greek,99630
Spanish,81848
Korean,94133
Spanish,118858
Italian,171816
Spanish,82210
German,25756
Hindi,170121
English,22240
German,99806
German,41093
English,4576
Italian,6168
French,18032
English,8410
Portuguese,123499
Bengali,95634
Spanish,94555
English,158702
Hindi,121665
French,79742
French,121893
Catalan,19610
Spanish,35111
English,39789
Mandarin,25139
Mandarin,123990
English,166362
English,156426
English,124756
English,129830
Portuguese,116292
Basque,13430
Spanish,20071
Afrikaans,163056
Estonian,137013
English,48106
Japanese,70450
English,35267
Mandarin,16741
Spanish,164166
Sundanese,159400
Korean,103033
German,15030
English,60877
German,83694
Urdu,108936
French,92060
French,162215
English,165688
Russian,87021
Mandarin,137537
English,125382
German,69040
English,145553
English,157146
Spanish,122424
Italian,32022
English,153921
English,29677
Japanese,41335
English,117417
Norwegian,32995
Turkish,43057
Spanish,75859
Spanish,131108
English,155929
Finnish,117729
Assyrian,77749
Chao-chow,116694
Mandarin,24107
Korean,22007
English,85990
English,120371
Bulgarian,131499
Spanish,107831
German,114404
Portuguese,93835
Spanish,90108
Spanish,84631
English,81604
Arabic,94939
French,137815
English,1006
Hebrew,42002
English,111439
English,19011
Spanish,67382
Korean,103187
French,132342
Spanish,10507
English,98633
Chao-chow,45365
Spanish,104167
English,127128
English,11022
English,45199
English,65317
Japanese,68816
Georgian,156818
Shanghainese,28563
English,2286
Spanish,125076
Hebrew,141015
Greek,51182
English,39087
English,52669
Mongolian,82343
Korean,7711
Spanish,123387
Danish,35268
German,99174
Spanish,110276
English,33972
German,119663
English,149409
Slovak,154679
Japanese,92406
Mandarin,57758
Cambodian,137714
Estonian,40803
Arabic,121612
German,1505
Greek,103268
Spanish,105322
Mandarin,59994
Portuguese,117182
Indonesian,138207
French,169115
Portuguese,45632
Uzbek,76218
Spanish,63352
French,68408
Bengali,109862
Japanese,125761
French,52155
Macedonian,115016
Croatian,123868
Spanish,26329
French,35943
English,10981
French,64217
English,98374
Italian,87395
Spanish,17481
Sundanese,147295
Russian,49343
Spanish,8314
German,93490
Japanese,89677
Ukrainian,42370
Mandarin,135464
English,84954
Japanese,116688
English,81109
Bengali,24140
Russian,70060
Korean,158431
Spanish,88270
Nigerian,38648
Hindi,26208
Spanish,69989
Bengali,160081
Spanish,81158
English,161262
Jakartanese,107233
Hebrew,34517
English,115527
Spanish,153750
Italian,120832
Yiddish,135731
French,148940
English,126514
Portuguese,8883
Mandarin,57168
English,31005
English,33638
Jakartanese,86445
English,68520
Spanish,1877
English,40158
Hindi,55039
Spanish,42081
English,26283
Portuguese,122034
Spanish,45034
Indonesian,90697
English,18871
Arabic,36875
German,47075
German,94305
Macedonian,101576
Serbian,113167
Mandarin,25412
Mandarin,45648
Afrikaans,76109
French,155741
English,81757
English,67126
English,13353
German,134044
Italian,113560
English,1063
Spanish,147800
English,23177
English,77034
Croatian,121846
Spanish,31398
Berber,25783
Hindi,24967
French,74202
Finnish,106425
Shanghainese,130972
Maltese,82272
Spanish,27318
Mandarin,56574
Bengali,81834
Spanish,34179
English,124357
French,143890
Kosovan,120623
English,87394
Chao-chow,134794
Spanish,50023
Turkish,87915
Thai,59202
French,54332
German,69881
French,74605
Assyrian,153548
Montenegrin,75423
Spanish,33597
English,145936
Montenegrin,52834
English,142908
English,7089
Spanish,87079
Spanish,95535
Kyrgyz,32475
Berber,3897
Bengali,17743
Assyrian,102479
French,151166
Mandarin,165138
Mandarin,5763
Ukrainian,79976
Spanish,42953
Spanish,76492
English,131131
Thai,166748
Norwegian,61922
German,102494
English,101075
German,15284
German,8654
Hindi,150663
French,138399
Vietnamese,48445
English,109100
English,7818
Greek,68750
Mandarin,22196
German,129732
German,124811
French,103372
English,159256
Hindi,25224
Spanish,12280
English,114481
Mandarin,14636
French,157693
English,56044
English,30394
English,109726
English,145486
English,71058
German,3911
Swedish,94893
English,85880
German,20292
English,171842
Korean,122303
Spanish,35610
Taiwanese,5636
Korean,32846
Arabic,72145
English,94380
French,105563
English,28234
Spanish,41557
English,117957
English,107080
Spanish,18397
Spanish,43400
French,7645
English,32957
Russian,28256
Arabic,62602
English,32840
German,23668
Mandarin,60798
English,148797
Polish,76713
German,38467
Italian,123772
Basque,38811
Spanish,108096
German,89557
Korean,76232
English,147574
German,159869
Bengali,142675
English,79606
Kurdish,17149
Bengali,73919
Russian,39998
French,43616
German,138364
Indonesian,48383
English,99251
Japanese,149833
Hindi,154874
Mandarin,93485
Portuguese,159960
Mandarin,99320
German,30323
English,20958
Bengali,127609
English,146613
Korean,154018
Russian,1548
Bulgarian,19356
English,103121
Spanish,113935
French,68592
Spanish,33904
French,152975
Spanish,74874
Arabic,158562
Sundanese,17732
Czech,55066
Mandarin,58510
English,25131
Korean,64817
French,90561
English,90915
Indonesian,161966
German,44336
German,128681
Korean,54530
Mandarin,22671
English,62489
English,46172
English,83201
Spanish,87919
Spanish,150689
Russian,167930
Arabic,116114
French,22989
English,66883
Norwegian,53408
English,66369
English,28543
Arabic,8251
Danish,19935
English,44291
Italian,121189
Greek,33154
Chao-chow,127434
English,102038
German,91037
Korean,155924
Ukrainian,76045
English,57646
Portuguese,159587
German,158761
Nepali,61802
French,133905
Korean,5463
Spanish,12050
Indonesian,159841
English,80469
English,23115
English,41575
English,148086
English,73827
English,158105
English,157100
Korean,28797
Somali,167994
Slovak,94104
English,114174
Portuguese,23655
Russian,58132
Korean,10613
Swedish,61123
English,67872
Moldavan,108251
English,104093
German,118354
Japanese,127126
English,101451
Spanish,157854
German,101523
English,8853
Arabic,157662
Danish,152868
French,28070
English,116300
Greek,27977
Mandarin,39798
Thai,149962
English,41392
Spanish,44703
Mandarin,31412
English,136616
Italian,27395
Czech,16076
French,56186
Mandarin,68442
Spanish,155299
Spanish,122003
Nepali,29743
Spanish,26752
French,153024
German,75081
English,144810
English,43722
Mandarin,34113
Korean,84659
Arabic,35144
Sundanese,76736
Bulgarian,14560
Turkish,154804
English,65175
Georgian,169813
French,44814
English,28932
English,71515
French,10361
Kyrgyz,30245
English,147099
Portuguese,152654
Dutch,140867
English,85903
English,45288
Greek,132546
English,8129
Japanese,8175
Italian,48474
Italian,18377
Bengali,8153
French,60844
Russian,89973
Hindi,82857
French,150630
English,130978
Spanish,136463
Estonian,166906
Russian,152635
Russian,98892
English,158210
Spanish,107134
Arabic,39376
English,116529
English,170346
Spanish,145311
French,19194
Spanish,44223
German,132869
English,102405
Hindi,12885
Japanese,154644
Vietnamese,162333
Spanish,138100
English,67445
Spanish,40258
Spanish,159301
Mandarin,125073
Italian,100358
German,64125
German,53145
Icelandic,85699
Swahili,65463
Spanish,51201
Portuguese,53129
French,102503
Bengali,64187
Mandarin,29182
Nepali,160328
Hindi,45052
English,40666
Japanese,146030
German,169305
Arabic,23387
Spanish,51704
Basque,68094
Bengali,155561
English,11421
German,74763
English,40374
English,110283
French,126618
English,121003
Sundanese,13282
English,89433
English,168800
Hebrew,144636
English,121147
French,49646
German,142146
Mandarin,126803
English,148856
Spanish,56515
German,37375
Arabic,62964
Macedonian,120469
Taiwanese,146362
Russian,46578
French,58899
Slovak,2140
Spanish,81169
German,129505
Hindi,108711
Arabic,98035
Spanish,74461
Spanish,62816
English,66103
Danish,140503
English,125104
Korean,119976
Japanese,106833
Italian,114033
Spanish,85949
Spanish,141812
Spanish,151583
French,165393
Italian,55623
Spanish,58125
Estonian,8593
Spanish,61561
French,25480
Bengali,116811
French,57830
English,105988
Hindi,157358
German,9897
Greek,170663
Russian,166325
Jakartanese,121455
Icelandic,13330
English,84210
German,44700
Spanish,102271
Spanish,37621
English,146056
English,8129
Hebrew,164296
Spanish,55887
Spanish,71426
English,71990
Spanish,69384
German,24367
Spanish,99918
Spanish,131227
English,45950
Portuguese,79354
Mandarin,111192
Mandarin,119078
French,119622
French,123346
Nepali,153584
English,19831
Danish,20765
Hebrew,145629
Hindi,104869
Spanish,100705
English,64635
Spanish,47895
English,116060
Montenegrin,100552
Malay,21216
Spanish,56755
Spanish,42759
Estonian,165345
English,163981
Japanese,15514
English,80295
English,148905
German,121644
English,80714
English,104800
English,58771
English,137485
English,38945
French,64432
English,46113
English,53878
German,7051
Albanian,56513
German,133604
Portuguese,149645
Thai,126932
Nepali,61528
Italian,78679
Russian,51995
English,124027
Nigerian,117629
English,120213
Portuguese,127702
English,57355
English,82258
German,136036
German,160517
Arabic,128594
Russian,132535
Moldavan,22044
Spanish,90375
Spanish,111783
English,88550
English,101911
English,4243
German,11869
Greek,106608
Japanese,47434
Spanish,8082
Kurdish,77172
English,88318
Spanish,38538
Bulgarian,2429
French,73264
French,24966
Mandarin,53114
English,162144
Spanish,94135
Turkish,144133
Mandarin,41532
English,28983
English,9025
English,76386
Vietnamese,112775
English,92127
Arabic,152946
French,156398
Malay,79463
French,63866
German,112252
English,8291
English,67988
Mandarin,142331
Mandarin,121810
English,142528
Spanish,144102
Czech,22695
Uzbek,165307
Spanish,170291
Czech,31330
Spanish,155489
English,64821
Hindi,165839
English,73395
Japanese,150471
Slovak,122925
Spanish,88685
Spanish,27126
German,35597
Bengali,3208
English,73183
Spanish,28890
German,115196
English,56779
Hindi,19270
Bengali,46789
Cakchiquel,22313
English,60887
Bosnian,160711
German,25337
Bengali,28377
Russian,110844
English,17639
Lithuanian,59747
English,151927
English,49086
Japanese,130100
Spanish,93262
English,104148
Czech,60277
Portuguese,81940
German,101640
French,102001
Hebrew,15735
Spanish,33389
English,84775
French,149196
Turkish,108792
Afrikaans,131973
Ukrainian,25624
Kosovan,155019
English,160424
Hindi,58121
Portuguese,12869
Bengali,21683
Portuguese,102991
Maltese,146474
French,44900
Nigerian,145352
Italian,26550
English,139007
German,20411
English,28324
Russian,120041
English,32220
Hebrew,120396
French,48490
Hindi,1062
English,100256
Japanese,59516
Arabic,117811
English,9866
Bengali,42366
Indonesian,86139
English,105669
Spanish,87788
French,39025
Spanish,59886
Japanese,110951
English,52224
French,155257
Slovak,54554
Arabic,33229
English,97108
Hindi,122850
Lithuanian,32647
Mandarin,98996
Russian,92327
Arabic,157347
English,170000
English,35722
Thai,23934
Greek,24278
German,113903
Ukrainian,86629
Malay,61698
Spanish,38224
French,48989
French,67265
Estonian,48806
Cambodian,76117
Hindi,135243
English,140868
English,34916
Spanish,75269
Hindi,58423
Hindi,67780
English,162030
English,156412
English,123939
English,148230
English,41712
English,79264
Spanish,20399
Spanish,12264
Spanish,49091
Spanish,167259
Russian,134134
English,29162
English,53584
Japanese,35984
Polish,129026
Italian,144079
Spanish,71884
English,95143
Assyrian,166496
Kyrgyz,71989
German,38206
Italian,142169
German,148785
Hebrew,144926
German,63376
Spanish,56438
Georgian,6872
French,29239
Spanish,125345
Russian,12754
English,53750
English,44981
Portuguese,46760
Portuguese,38023
Korean,15946
German,138845
English,76085
Spanish,108227
Swahili,123567
Arabic,113126
English,64346
Mandarin,97534
English,109902
French,52297
English,166272
English,46801
Spanish,150179
English,96362
German,149059
Japanese,112176
Hindi,152715
Mandarin,74671
Spanish,49941
Spanish,48068
Spanish,89433
Bosnian,88135
Arabic,60224
English,113976
Spanish,90639
Dutch,65962
Portuguese,75603
German,167987
Mandarin,88870
Spanish,37877
German,92010
English,112505
Bengali,168420
English,98452
Hungarian,120537
English,30559
German,140332
Bosnian,119599
English,133739
English,24398
French,15194
English,13106
Hindi,142127
Slovak,80696
German,92838
Bengali,71416
German,117218
English,25090
Mandarin,97546
Bengali,165428
German,8996
Bengali,37535
English,153441
Hindi,12389
Hindi,64092
English,158113
Chavacano,5956
Spanish,111356
Malay,45176
German,154760
English,154290
Spanish,57756
Bulgarian,33159
Hindi,170101
Spanish,124562
Russian,9769
English,12324
Japanese,35806
French,14963
English,73352
German,22874
Mandarin,115176
Basque,125016
French,50572
German,24978
English,149287
Japanese,99097
Lithuanian,124465
Bosnian,70226
Spanish,53656
Russian,104113
German,56636
French,130561
French,165973
Spanish,37075
Spanish,14319
Catalan,19007
Japanese,53215
French,157221
English,147055
Assyrian,168299
English,148505
German,13557
English,160335
Turkish,30191
English,35338
Catalan,127448
French,99420
English,152076
French,133989
Spanish,111648
Italian,115003
Estonian,58457
Bengali,78561
English,110871
English,60524
Mandarin,124698
English,113208
German,64950
French,50962
French,165382
Italian,107591
Mandarin,22471
English,160224
Korean,130729
English,18882
Spanish,59896
English,63833
French,64856
French,48874
English,130242
Korean,76660
English,55472
English,14644
Spanish,163549
German,157448
Hebrew,38793
Spanish,169772
Russian,146332
Spanish,49060
English,37303
Japanese,42186
French,6387
Italian,120659
Shanghainese,50
Azerbaijani,17475
English,101844
Bengali,38820
Spanish,88430
French,2225
Hungarian,10233
Spanish,90925
Lithuanian,164272
English,88441
Jakartanese,121003
English,100194
Russian,142102
Swahili,93730
Hebrew,144036
English,157932
Ukrainian,171827
Spanish,18235
Kurdish,40407
Indonesian,47298
Spanish,9244
Japanese,21619
Russian,164995
Spanish,64484
Lithuanian,134216
French,1649
English,7465
English,111838
English,72377
Arabic,68041
Korean,99102
English,124552
English,121399
Mandarin,9461
Mandarin,44470
German,82827
English,143395
English,99618
English,142850
French,67895
French,147197
English,31432
Bengali,51329
Dutch,108619
Spanish,116967
French,20004
Hebrew,117628
French,129469
Bengali,86830
French,117119
Arabic,107379
German,2232
English,114237
Spanish,105973
German,98150
Arabic,51208
English,153200
Macedonian,160696
Mandarin,85020
Spanish,119885
English,18059
Spanish,15192
English,76979
French,36033
Arabic,52006
French,22559
Arabic,169929
Dutch,79013
Japanese,99179
Catalan,142667
Kazakh,37624
Spanish,46234
English,105681
English,17139
French,4405
Chao-chow,112612
Portuguese,47877
German,133016
Swahili,14350
English,162346
English,94479
Turkish,88133
Slovak,100566
Afrikaans,170794
German,45808
Indonesian,111890
Italian,13024
French,81616
English,150639
Arabic,149344
French,93380
Korean,138069
Spanish,81595
Urdu,112178
German,67798
English,130296
Arabic,48900
English,116246
Mandarin,75100
Hindi,124435
Thai,123459
Spanish,3015
German,153582
Russian,136388
Japanese,102775
Arabic,99877
French,118634
Bengali,116515
Spanish,34600
Estonian,35807
Spanish,85356
Russian,71094
Spanish,31040
German,152458
English,63613
Italian,126692
Portuguese,70241
English,143036
Vietnamese,9847
Russian,113352
Mandarin,29827
Bosnian,63050
Mandarin,165251
English,119744
English,131065
English,68333
Spanish,128841
French,118700
English,105101
English,79634
German,46068
Mandarin,67016
Russian,64284
French,108348
English,100374
French,134763
Spanish,38715
French,52182
Mandarin,5135
Portuguese,79597
Maltese,32320
English,97400
French,102939
Spanish,72768
English,77033
Italian,29510
English,42448
Greek,76741
Swedish,155545
Russian,89161
Berber,162845
Spanish,119667
Spanish,59410
Japanese,166046
English,80062
French,152448
Spanish,134138
Yiddish,46132
Berber,98196
German,2588
Spanish,106792
Mandarin,85495
English,33919
Bengali,67661
English,158065
Mandarin,157465
Spanish,37471
Russian,151311
English,149154
Hindi,3882
Spanish,93666
Greek,58368
Hungarian,16716
French,121426
French,56762
Spanish,3373
German,18157
German,142908
Catalan,59729
English,94948
Mandarin,571
Spanish,4740
Mongolian,154629
German,164677
Thai,1090
Mandarin,81215
French,130499
French,12689
French,47178
Spanish,123116
English,61394
French,18653
French,87538
Italian,167904
English,169357
Spanish,67858
English,129610
Spanish,80332
Italian,94143
English,122286
French,151327
Mandarin,103745
French,12912
Italian,68942
Estonian,2790
Spanish,153950
Thai,130937
English,105367
Portuguese,36914
English,111118
English,28857
Spanish,50470
Spanish,170000
Hindi,147267
Greek,91636
French,112199
Spanish,59851
Chao-chow,105973
English,12581
Mandarin,138568
Bengali,21967
Bengali,171551
English,160175
Estonian,55569
English,944
English,8932
Ukrainian,103638
English,21146
Mandarin,141740
Taiwanese,117354
Mandarin,94317
Greek,67754
English,147303
Bengali,30863
Berber,57913
Spanish,137635
Spanish,160701
Kyrgyz,156825
Mandarin,42336
English,70525
English,106738
English,158964
Spanish,59191
English,127081
English,67950
German,1252
Afrikaans,156553
Italian,91834
Spanish,135040
German,171236
French,115874
French,167819
Russian,147457
Portuguese,106721
English,94150
Hungarian,24882
French,160603
English,41217
Icelandic,65043
Spanish,38075
Mandarin,68507
English,135512
English,53678
Swedish,55850
English,40511
English,56738
French,134061
Mandarin,119928
Arabic,126976
Russian,8192
French,76279
Spanish,4143
Norwegian,136375
English,92941
Hindi,47300
Mandarin,170166
English,13579
Latvian,39697
Hebrew,170486
Indonesian,95757
Spanish,32308
Italian,1675
Japanese,414
French,49793
Hindi,126479
Japanese,17383
English,28251
German,37805
Finnish,32560
Spanish,13143
English,163068
Croatian,27135
Spanish,10381
Arabic,10513
Japanese,80344
Spanish,35617
Jakartanese,102225
Arabic,126008
Japanese,107677
Macedonian,25305
Montenegrin,25548
Italian,153709
English,96175
French,98969
Spanish,87179
Spanish,116877
Mandarin,81583
English,24579
English,86228
German,120811
German,94890
German,121409
English,40035
Greek,113733
Portuguese,71812
English,72938
Arabic,154587
Finnish,73387
Spanish,167207
Finnish,101905
German,74048
Berber,82614
English,90544
English,44020
English,164207
Urdu,14691
English,38077
English,4703
German,60410
Kurdish,2710
Hebrew,168102
Croatian,69613
French,82325
Polish,144770
Spanish,62865
English,56548
German,99687
Finnish,52892
Spanish,14502
Maltese,55275
Italian,61062
English,104428
English,69123
Portuguese,163073
English,161334
English,13750
English,39707
Arabic,38679
Mandarin,37760
Hindi,48604
French,104341
Kosovan,49757
English,141935
Belorussian,113566
Portuguese,574
Mandarin,14704
English,14932
German,88356
English,80851
Mandarin,144624
Hindi,165925
French,35235
Russian,129241
Catalan,107451
English,166986
German,102563
Russian,70230
Uzbek,106500
Greek,165590
German,33514
English,36650
French,28440
English,62801
English,108958
Mandarin,106931
English,140679
Spanish,128214
English,125242
Spanish,39459
French,72686
Spanish,31179
English,96989
French,74567
English,134798
Turkish,147465
English,77599
German,31452
Portuguese,82488
Turkish,106913
English,162008
English,45002
English,85352
Mandarin,101271
German,24722
Hindi,166313
English,36112
English,104791
Spanish,51955
English,170902
German,46405
Macedonian,131487
German,95770
Danish,141997
Spanish,26051
Latvian,169742
German,76796
Spanish,65305
Somali,29353
Kurdish,7556
Arabic,65635
Vietnamese,39885
English,124460
Japanese,76511
Nepali,160953
Hungarian,157008
Nigerian,100201
English,101986
Bulgarian,99540
Spanish,78038
Cakchiquel,114215
French,58170
Estonian,115799
English,78969
Hebrew,32898
Spanish,114788
English,128404
Spanish,91295
Spanish,11043
English,51812
Spanish,154242
English,1327
Italian,129660
Japanese,119776
Spanish,94752
Arabic,156711
English,110849
Bengali,74903
English,95302
Mandarin,11559
English,64653
English,157481
French,84590
Greek,48426
Georgian,148067
Assyrian,89663
Spanish,52578
Mandarin,110357
Estonian,163084
French,94347
English,96359
Czech,40075
Mandarin,149960
Portuguese,110227
English,102902
English,36782
Spanish,77822
English,153729
Mandarin,74960
Greek,124629
German,42634
English,141103
English,75187
German,82948
French,117535
Mandarin,15374
Dutch,84989
Polish,41602
Urdu,99108
Spanish,123156
Afrikaans,32941
English,151419
German,124027
English,169954
Korean,30676
Mandarin,81585
English,141874
Greek,81518
Indonesian,166054
English,113270
German,48381
English,149794
English,104997
French,14907
German,29656
Mandarin,151351
English,137336
Bengali,168169
Portuguese,74529
Portuguese,4880
English,38479
Polish,102433
Basque,116614
English,50148
French,52443
Portuguese,131368
Spanish,84717
French,99381
English,114602
Italian,2855
French,55279
Japanese,90764
Bengali,80864
Mandarin,36471
English,161159
Arabic,98531
German,107731
English,23112
Chao-chow,15732
English,77725
English,142763
German,20931
Nigerian,85185
English,37293
Bengali,71106
Basque,137200
Spanish,36768
Spanish,132479
Uzbek,62615
Spanish,59297
English,154332
Italian,11067
German,76726
Hebrew,2430
Spanish,146568
Spanish,160108
English,136826
Spanish,46038
Finnish,161775
English,131721
Kurdish,144464
Italian,77923
English,135846
French,158164
Hungarian,32317
Swahili,125697
English,129683
French,63669
Hindi,60002
French,59832
English,160008
French,151400
English,20321
Polish,16572
Russian,146861
Mandarin,164286
Mandarin,25272
Japanese,69285
German,85915
French,39799
Italian,25365
Basque,158744
German,71948
English,106401
Bengali,135039
Spanish,126707
Mandarin,39793
English,37092
French,100907
Italian,81239
Belorussian,44783
English,62213
Bengali,117661
German,138746
Uzbek,100758
Spanish,71686
English,99399
French,99793
French,168655
English,65798
Russian,16460
English,55233
German,166288
French,99409
Arabic,119404
Malay,130796
Sundanese,96684
Finnish,79271
German,61655
Spanish,145585
Spanish,66486
English,129495
Mandarin,59703
Spanish,37999
Russian,86316
Bengali,48081
German,2047
English,99851
English,35611
French,160826
Estonian,72754
Spanish,167442
Mandarin,53309
German,32160
Mandarin,91433
Arabic,144937
Mandarin,139912
English,149151
French,137392
English,112137
Spanish,171402
Serbian,50970
Hindi,131623
German,154563
Urdu,141025
Taiwanese,6990
Afrikaans,53371
English,6251
Sundanese,138690
Bengali,105333
English,2344
Bulgarian,105649
English,124050
Greek,78291
Japanese,35422
English,165070
Afrikaans,84300
Korean,4033
Georgian,119410
Arabic,8865
Spanish,8115
Russian,55071
Russian,144814
English,20881
English,152492
Japanese,3304
Slovak,7070
English,91651
Indonesian,16816
German,97455
Kurdish,57397
Nigerian,149744
Spanish,129347
Montenegrin,67136
Russian,68492
Spanish,39732
Russian,9704
English,165249
English,19822
Spanish,21929
English,50070
Spanish,145129
Hindi,131267
Czech,92010
English,134943
Cakchiquel,67600
Italian,150842
Mandarin,31185
Kurdish,1206
Hebrew,93489
Croatian,30930
French,81345
English,110558
German,132474
Mandarin,17756
English,25209
Russian,66969
Bulgarian,6222
Hindi,17699
English,102983
Hindi,47266
Bengali,21927
English,90613
English,153457
German,51311
Greek,159501
English,37899
English,159015
Kyrgyz,73390
English,120196
Lithuanian,104955
Arabic,23555
German,162246
English,27180
Italian,150291
Latvian,4272
Uzbek,19181
Hindi,123801
Mandarin,39365
Russian,69368
Czech,96428
Afrikaans,138245
English,74501
Croatian,107072
Portuguese,18741
English,57868
Serbian,66120
Finnish,143839
Mandarin,52455
Hebrew,153639
Japanese,144150
Shanghainese,92429
German,150825
Spanish,114116
Spanish,25373
French,93931
Yiddish,12774
English,163598
English,60837
Spanish,4167
Spanish,115658
English,56583
Berber,70963
Japanese,72237
Spanish,137125
English,38707
English,152544
Spanish,6139
Italian,6980
English,119860
Berber,153973
Shanghainese,17252
Ukrainian,9567
Bengali,149565
Hebrew,145321
English,144250
Turkish,75945
Russian,48616
Russian,39451
Spanish,70936
Korean,84406
English,138662
Italian,80952
English,28650
English,34676
English,142610
German,127882
Greek,61224
French,72939
English,137527
English,122183
Japanese,137241
Kyrgyz,164197
English,116122
Hindi,33288
Italian,53613
Chavacano,118469
French,46369
English,99337
English,150915
Danish,135139
Finnish,109275
Russian,148446
English,85064
English,161758
Spanish,56732
English,34722
French,150305
French,32453
Italian,103347
Portuguese,102357
German,84796
Spanish,132929
Turkish,162267
Spanish,62940
English,98769
Bengali,50090
Chao-chow,137483
German,89364
Arabic,78938
English,5855
English,148417
English,52530
Bosnian,41776
Slovak,84951
English,107033
English,24516
German,110791
Lithuanian,130762
Spanish,13871
English,160468
English,124921
Portuguese,56859
Russian,5
English,20446
Mandarin,165717
Lithuanian,91626
Portuguese,56350
German,102325
German,29780
English,92307
Serbian,48925
German,142096
English,88946
Spanish,168773
English,56218
German,64781
Italian,24593
English,71441
Thai,128423
German,125776
Hindi,82922
Polish,54336
English,31753
English,84904
Georgian,1410
English,50177
Kosovan,169634
German,152149
Hindi,126213
Arabic,31803
Bengali,138749
Uzbek,48900
English,111071
English,35973
Bengali,41723
Georgian,111526
English,123843
Lithuanian,154918
Japanese,38414
French,91186
Bosnian,92668
Arabic,129128
Finnish,101834
Hindi,74453
Russian,151624
Russian,28323
Russian,85758
Urdu,10502
French,83886
Georgian,9181
Spanish,12112
French,155817
Serbian,67250
English,150855
Russian,118180
Spanish,169887
Bengali,20475
English,151448
English,35394
Spanish,123877
Mandarin,77700
Hindi,28838
English,12277
English,153265
Japanese,90976
Czech,81763
Spanish,71825
English,142890
Italian,146167
Spanish,19661
English,135309
Spanish,2706
English,41952
French,165460
Spanish,23011
English,5869
Mandarin,85295
English,107840
Spanish,116176
Bengali,28166
German,115875
English,414
Danish,27911
Italian,48052
English,127389
German,75153
Montenegrin,110487
Spanish,9559
French,90076
Spanish,45846
German,168162
French,152675
Mandarin,56957
Swedish,167869
Arabic,131127
Spanish,140023
Hindi,14589
English,66652
English,31888
Catalan,103520
German,64447
German,154600
English,81663
Afrikaans,92671
Italian,132292
Kazakh,121915
English,85503
Mandarin,63518
Portuguese,99663
Spanish,161817
German,8504
English,50597
Mandarin,168623
Japanese,36204
English,112149
Arabic,165967
Spanish,143247
English,140396
English,121369
Spanish,23346
English,4937
English,30877
English,55039
Italian,64490
Bengali,70612
